,,,Node1,Node2,Node3,Node4
period1,sc01,t0115,,,,
period1,sc01,t0116,,,,
period1,sc01,t0117,,,,
period1,sc01,t0118,,,,
period1,sc01,t0119,,,,
period1,sc01,t0120,,,,
period1,sc01,t0121,,,,
period1,sc01,t0122,,,,
period1,sc01,t0123,,,,
period1,sc01,t0124,,,,
period1,sc01,t0125,,,,
period1,sc01,t0126,,,,
period1,sc01,t0127,,,,
period1,sc01,t0128,,,,
period1,sc01,t0129,,,,
period1,sc01,t0130,,,,
period1,sc01,t0131,,,,
period1,sc01,t0132,,,,
period1,sc01,t0133,,,,
period1,sc01,t0134,,,,
period1,sc01,t0135,,,,
period1,sc01,t0136,,,,
period1,sc01,t0137,,,,
period1,sc01,t0138,,,,
period1,sc01,t0139,,,,
period1,sc01,t0140,,,,
period1,sc01,t0141,,,,
period1,sc01,t0142,,,,
period1,sc01,t0143,,,,
period1,sc01,t0144,,,,
period1,sc01,t0145,,,,
period1,sc01,t0146,,,,
period1,sc01,t0147,,,,
period1,sc01,t0148,,,,
period1,sc01,t0149,,,,
period1,sc01,t0150,,,,
period1,sc01,t0151,,,,
period1,sc01,t0152,,,,
period1,sc01,t0153,,,,
period1,sc01,t0154,,,,
period1,sc01,t0155,,,,
period1,sc01,t0156,,,,
period1,sc01,t0157,,,,
period1,sc01,t0158,,,,
period1,sc01,t0159,,,,
period1,sc01,t0160,,,,
period1,sc01,t0161,,,,
period1,sc01,t0162,,,,
period1,sc01,t0163,,,,
period1,sc01,t0164,,,,
period1,sc01,t0165,,,,
period1,sc01,t0166,,,,
period1,sc01,t0167,,,,
period1,sc01,t0168,,,,
period1,sc01,t0169,,,,
period1,sc01,t0170,,,,
period1,sc01,t0171,,,,
period1,sc01,t0172,,,,
period1,sc01,t0173,,,,
period1,sc01,t0174,,,,
period1,sc01,t0175,,,,
period1,sc01,t0176,,,,
period1,sc01,t0177,,,,
period1,sc01,t0178,,,,
period1,sc01,t0179,,,,
period1,sc01,t0180,,,,
period1,sc01,t0181,,,,
period1,sc01,t0182,,,,
period1,sc01,t0183,,,,
period1,sc01,t0184,,,,
period1,sc01,t0185,,,,
period1,sc01,t0186,,,,
period1,sc01,t0187,,,,
period1,sc01,t0188,,,,
period1,sc01,t0189,,,,
period1,sc01,t0190,,,,
period1,sc01,t0191,,,,
period1,sc01,t0192,,,,
period1,sc01,t0193,,,,
period1,sc01,t0194,,,,
period1,sc01,t0195,,,,
period1,sc01,t0196,,,,
period1,sc01,t0197,,,,
period1,sc01,t0198,,,,
period1,sc01,t0199,,,,
period1,sc01,t0200,,,,
period1,sc01,t0201,,,,
period1,sc01,t0202,,,,
period1,sc01,t0203,,,,
period1,sc01,t0204,,,,
period1,sc01,t0205,,,,
period1,sc01,t0206,,,,
period1,sc01,t0207,,,,
period1,sc01,t0208,,,,
period1,sc01,t0209,,,,
period1,sc01,t0210,,,,
period1,sc01,t0211,,,,
period1,sc01,t0212,,,,
period1,sc01,t0213,,,,
period1,sc01,t0214,,,,
period1,sc01,t0215,,,,
period1,sc01,t0216,,,,
period1,sc01,t0217,,,,
period1,sc01,t0218,,,,
period1,sc01,t0219,,,,
period1,sc01,t0220,,,,
period1,sc01,t0221,,,,
period1,sc01,t0222,,,,
period1,sc01,t0223,,,,
period1,sc01,t0224,,,,
period1,sc01,t0225,,,,
period1,sc01,t0226,,,,
period1,sc01,t0227,,,,
period1,sc01,t0228,,,,
period1,sc01,t0229,,,,
period1,sc01,t0230,,,,
period1,sc01,t0231,,,,
period1,sc01,t0232,,,,
period1,sc01,t0233,,,,
period1,sc01,t0234,,,,
period1,sc01,t0235,,,,
period1,sc01,t0236,,,,
period1,sc01,t0237,,,,
period1,sc01,t0238,,,,
period1,sc01,t0239,,,,
period1,sc01,t0240,,,,
period1,sc01,t0241,,,,
period1,sc01,t0242,,,,
period1,sc01,t0243,,,,
period1,sc01,t0244,,,,
period1,sc01,t0245,,,,
period1,sc01,t0246,,,,
period1,sc01,t0247,,,,
period1,sc01,t0248,,,,
period1,sc01,t0249,,,,
period1,sc01,t0250,,,,
period1,sc01,t0251,,,,
period1,sc01,t0252,,,,
period1,sc01,t0253,,,,
period1,sc01,t0254,,,,
period1,sc01,t0255,,,,
period1,sc01,t0256,,,,
period1,sc01,t0257,,,,
period1,sc01,t0258,,,,
period1,sc01,t0259,,,,
period1,sc01,t0260,,,,
period1,sc01,t0261,,,,
period1,sc01,t0262,,,,
period1,sc01,t0263,,,,
period1,sc01,t0264,,,,
period1,sc01,t0265,,,,
period1,sc01,t0266,,,,
period1,sc01,t0267,,,,
period1,sc01,t0268,,,,
period1,sc01,t0269,,,,
period1,sc01,t0270,,,,
period1,sc01,t0271,,,,
period1,sc01,t0272,,,,
period1,sc01,t0273,,,,
period1,sc01,t0274,,,,
period1,sc01,t0275,,,,
period1,sc01,t0276,,,,
period1,sc01,t0277,,,,
period1,sc01,t0278,,,,
period1,sc01,t0279,,,,
period1,sc01,t0280,,,,
period1,sc01,t0281,,,,
period1,sc01,t0282,,,,
period1,sc01,t0283,,,,
period1,sc01,t0284,,,,
period1,sc01,t0285,,,,
period1,sc01,t0286,,,,
period1,sc01,t0287,,,,
period1,sc01,t0288,,,,
period1,sc01,t0289,,,,
period1,sc01,t0290,,,,
period1,sc01,t0291,,,,
period1,sc01,t0292,,,,
period1,sc01,t0293,,,,
period1,sc01,t0294,,,,
period1,sc01,t0295,,,,
period1,sc01,t0296,,,,
period1,sc01,t0297,,,,
period1,sc01,t0298,,,,
period1,sc01,t0299,,,,
period1,sc01,t0300,,,,
period1,sc01,t0301,,,,
period1,sc01,t0302,,,,
period1,sc01,t0303,,,,
period1,sc01,t0304,,,,
period1,sc01,t0305,,,,
period1,sc01,t0306,,,,
period1,sc01,t0307,,,,
period1,sc01,t0308,,,,
period1,sc01,t0309,,,,
period1,sc01,t0310,,,,
period1,sc01,t0311,,,,
period1,sc01,t0312,,,,
period1,sc01,t0313,,,,
period1,sc01,t0314,,,,
period1,sc01,t0315,,,,
period1,sc01,t0316,,,,
period1,sc01,t0317,,,,
period1,sc01,t0318,,,,
period1,sc01,t0319,,,,
period1,sc01,t0320,,,,
period1,sc01,t0321,,,,
period1,sc01,t0322,,,,
period1,sc01,t0323,,,,
period1,sc01,t0324,,,,
period1,sc01,t0325,,,,
period1,sc01,t0326,,,,
period1,sc01,t0327,,,,
period1,sc01,t0328,,,,
period1,sc01,t0329,,,,
period1,sc01,t0330,,,,
period1,sc01,t0331,,,,
period1,sc01,t0332,,,,
period1,sc01,t0333,,,,
period1,sc01,t0334,,,,
period1,sc01,t0335,,,,
period1,sc01,t0336,,,,
period1,sc01,t0337,,,,
period1,sc01,t0338,,,,
period1,sc01,t0339,,,,
period1,sc01,t0340,,,,
period1,sc01,t0341,,,,
period1,sc01,t0342,,,,
period1,sc01,t0343,,,,
period1,sc01,t0344,,,,
period1,sc01,t0345,,,,
period1,sc01,t0346,,,,
period1,sc01,t0347,,,,
period1,sc01,t0348,,,,
period1,sc01,t0349,,,,
period1,sc01,t0350,,,,
period1,sc01,t0351,,,,
period1,sc01,t0352,,,,
period1,sc01,t0353,,,,
period1,sc01,t0354,,,,
period1,sc01,t0355,,,,
period1,sc01,t0356,,,,
period1,sc01,t0357,,,,
period1,sc01,t0358,,,,
period1,sc01,t0359,,,,
period1,sc01,t0360,,,,
period1,sc01,t0361,,,,
period1,sc01,t0362,,,,
period1,sc01,t0363,,,,
period1,sc01,t0364,,,,
period1,sc01,t0365,,,,
period1,sc01,t0366,,,,
period1,sc01,t0367,,,,
period1,sc01,t0368,,,,
period1,sc01,t0369,,,,
period1,sc01,t0370,,,,
period1,sc01,t0371,,,,
period1,sc01,t0372,,,,
period1,sc01,t0373,,,,
period1,sc01,t0374,,,,
period1,sc01,t0375,,,,
period1,sc01,t0376,,,,
period1,sc01,t0377,,,,
period1,sc01,t0378,,,,
period1,sc01,t0379,,,,
period1,sc01,t0380,,,,
period1,sc01,t0381,,,,
period1,sc01,t0382,,,,
period1,sc01,t0383,,,,
period1,sc01,t0384,,,,
period1,sc01,t0385,,,,
period1,sc01,t0386,,,,
period1,sc01,t0387,,,,
period1,sc01,t0388,,,,
period1,sc01,t0389,,,,
period1,sc01,t0390,,,,
period1,sc01,t0391,,,,
period1,sc01,t0392,,,,
period1,sc01,t0393,,,,
period1,sc01,t0394,,,,
period1,sc01,t0395,,,,
period1,sc01,t0396,,,,
period1,sc01,t0397,,,,
period1,sc01,t0398,,,,
period1,sc01,t0399,,,,
period1,sc01,t0400,,,,
period1,sc01,t0401,,,,
period1,sc01,t0402,,,,
period1,sc01,t0403,,,,
period1,sc01,t0404,,,,
period1,sc01,t0405,,,,
period1,sc01,t0406,,,,
period1,sc01,t0407,,,,
period1,sc01,t0408,,,,
period1,sc01,t0409,,,, 39.9999999999999 
period1,sc01,t0410,,,, 129.999999999999 
period1,sc01,t0411,,,, 39.9999999999999 
period1,sc01,t0412,,,, 129.999999999999 
period1,sc01,t0413,,,, 220 
period1,sc01,t0414,,,, 129.999999999999 
period1,sc01,t0415,,,, 39.9999999999999 
period1,sc01,t0416,,,, 129.999999999999 
period1,sc01,t0417,,,, 39.9999999999999 
period1,sc01,t0418,,,, 129.999999999999 
period1,sc01,t0419,,,, 220 
period1,sc01,t0420,,,, 129.999999999999 
period1,sc01,t0421,,,, 50 
period1,sc01,t0422,,,, 129.999999999999 
period1,sc01,t0423,,,, 220 
period1,sc01,t0424,,,, 129.999999999999 
period1,sc01,t0425,,,, 129.999999999999 
period1,sc01,t0426,,,, 39.9999999999999 
period1,sc01,t0427,,,, 129.999999999999 
period1,sc01,t0428,,,, 219.999999999999 
period1,sc01,t0429,,,, 129.999999999999 
period1,sc01,t0430,,,, 220 
period1,sc01,t0431,,,, 129.999999999999 
period1,sc01,t0432,,,, 90 
period1,sc01,t0433,,,,
period1,sc01,t0434,,,,
period1,sc01,t0435,,,,
period1,sc01,t0436,,,,
period1,sc01,t0437,,,,
period1,sc01,t0438,,,,
period1,sc01,t0439,,,,
period1,sc01,t0440,,,,
period1,sc01,t0441,,,,
period1,sc01,t0442,,,,
period1,sc01,t0443,,,,
period1,sc01,t0444,,,,
period1,sc01,t0445,,,,
period1,sc01,t0446,,,,
period1,sc01,t0447,,,,
period1,sc01,t0448,,,,
period1,sc01,t0449,,,,
period1,sc01,t0450,,,,
period1,sc01,t0451,,,,
period1,sc01,t0452,,,,
period1,sc01,t0453,,,,
period1,sc01,t0454,,,,
period1,sc01,t0455,,,,
period1,sc01,t0456,,,,
period1,sc01,t0457,,,,
period1,sc01,t0458,,,,
period1,sc01,t0459,,,,
period1,sc01,t0460,,,,
period1,sc01,t0461,,,,
period1,sc01,t0462,,,,
period1,sc01,t0463,,,,
period1,sc01,t0464,,,,
period1,sc01,t0465,,,,
period1,sc01,t0466,,,,
period1,sc01,t0467,,,,
period1,sc01,t0468,,,,
period1,sc01,t0469,,,,
period1,sc01,t0470,,,,
period1,sc01,t0471,,,,
period1,sc01,t0472,,,,
period1,sc01,t0473,,,,
period1,sc01,t0474,,,,
period1,sc01,t0475,,,,
period1,sc01,t0476,,,,
period1,sc01,t0477,,,,
period1,sc01,t0478,,,,
period1,sc01,t0479,,,,
period1,sc01,t0480,,,,
period1,sc01,t0481,,,,
period1,sc01,t0482,,,,
period1,sc01,t0483,,,,
period1,sc01,t0484,,,,
period1,sc01,t0485,,,,
period1,sc01,t0486,,,,
period1,sc01,t0487,,,,
period1,sc01,t0488,,,,
period1,sc01,t0489,,,,
period1,sc01,t0490,,,,
period1,sc01,t0491,,,,
period1,sc01,t0492,,,,
period1,sc01,t0493,,,,
period1,sc01,t0494,,,,
period1,sc01,t0495,,,,
period1,sc01,t0496,,,,
period1,sc01,t0497,,,,
period1,sc01,t0498,,,,
period1,sc01,t0499,,,,
period1,sc01,t0500,,,,
period1,sc01,t0501,,,,
period1,sc01,t0502,,,,
period1,sc01,t0503,,,,
period1,sc01,t0504,,,,
period1,sc01,t0505,,,,
period1,sc01,t0506,,,,
period1,sc01,t0507,,,,
period1,sc01,t0508,,,,
period1,sc01,t0509,,,,
period1,sc01,t0510,,,,
period1,sc01,t0511,,,,
period1,sc01,t0512,,,,
period1,sc01,t0513,,,,
period1,sc01,t0514,,,,
period1,sc01,t0515,,,,
period1,sc01,t0516,,,,
period1,sc01,t0517,,,,
period1,sc01,t0518,,,,
period1,sc01,t0519,,,,
period1,sc01,t0520,,,,
period1,sc01,t0521,,,,
period1,sc01,t0522,,,,
period1,sc01,t0523,,,,
period1,sc01,t0524,,,,
period1,sc01,t0525,,,,
period1,sc01,t0526,,,,
period1,sc01,t0527,,,,
period1,sc01,t0528,,,,
period1,sc01,t0529,,,,
period1,sc01,t0530,,,,
period1,sc01,t0531,,,,
period1,sc01,t0532,,,,
period1,sc01,t0533,,,,
period1,sc01,t0534,,,,
period1,sc01,t0535,,,,
period1,sc01,t0536,,,,
period1,sc01,t0537,,,,
period1,sc01,t0538,,,,
period1,sc01,t0539,,,,
period1,sc01,t0540,,,,
period1,sc01,t0541,,,,
period1,sc01,t0542,,,,
period1,sc01,t0543,,,,
period1,sc01,t0544,,,,
period1,sc01,t0545,,,,
period1,sc01,t0546,,,,
period1,sc01,t0547,,,,
period1,sc01,t0548,,,,
period1,sc01,t0549,,,,
period1,sc01,t0550,,,,
period1,sc01,t0551,,,,
period1,sc01,t0552,,,,
period1,sc01,t0553,,,,
period1,sc01,t0554,,,,
period1,sc01,t0555,,,,
period1,sc01,t0556,,,,
period1,sc01,t0557,,,,
period1,sc01,t0558,,,,
period1,sc01,t0559,,,,
period1,sc01,t0560,,,,
period1,sc01,t0561,,,,
period1,sc01,t0562,,,,
period1,sc01,t0563,,,,
period1,sc01,t0564,,,,
period1,sc01,t0565,,,,
period1,sc01,t0566,,,,
period1,sc01,t0567,,,,
period1,sc01,t0568,,,,
period1,sc01,t0569,,,,
period1,sc01,t0570,,,,
period1,sc01,t0571,,,,
period1,sc01,t0572,,,,
period1,sc01,t0573,,,,
period1,sc01,t0574,,,,
period1,sc01,t0575,,,,
period1,sc01,t0576,,,,
period1,sc01,t0577,,,, 0.001 
period1,sc01,t0578,,,,
period1,sc01,t0579,,,,
period1,sc01,t0580,,,,
period1,sc01,t0581,,,,
period1,sc01,t0582,,,,
period1,sc01,t0583,,,,
period1,sc01,t0584,,,,
period1,sc01,t0585,,,,
period1,sc01,t0586,,,,
period1,sc01,t0587,,,,
period1,sc01,t0588,,,,
period1,sc01,t0589,,,,
period1,sc01,t0590,,,,
period1,sc01,t0591,,,,
period1,sc01,t0592,,,,
period1,sc01,t0593,,,,
period1,sc01,t0594,,,,
period1,sc01,t0595,,,,
period1,sc01,t0596,,,,
period1,sc01,t0597,,,,
period1,sc01,t0598,,,,
period1,sc01,t0599,,,,
period1,sc01,t0600,,,,
period1,sc01,t0601,,,,
period1,sc01,t0602,,,,
period1,sc01,t0603,,,,
period1,sc01,t0604,,,,
period1,sc01,t0605,,,,
period1,sc01,t0606,,,,
period1,sc01,t0607,,,,
period1,sc01,t0608,,,,
period1,sc01,t0609,,,,
period1,sc01,t0610,,,,
period1,sc01,t0611,,,,
period1,sc01,t0612,,,,
period1,sc01,t0613,,,,
period1,sc01,t0614,,,,
period1,sc01,t0615,,,,
period1,sc01,t0616,,,,
period1,sc01,t0617,,,,
period1,sc01,t0618,,,,
period1,sc01,t0619,,,,
period1,sc01,t0620,,,,
period1,sc01,t0621,,,,
period1,sc01,t0622,,,,
period1,sc01,t0623,,,,
period1,sc01,t0624,,,,
period1,sc01,t0625,,,,
period1,sc01,t0626,,,,
period1,sc01,t0627,,,,
period1,sc01,t0628,,,,
period1,sc01,t0629,,,,
period1,sc01,t0630,,,,
period1,sc01,t0631,,,,
period1,sc01,t0632,,,,
period1,sc01,t0633,,,,
period1,sc01,t0634,,,,
period1,sc01,t0635,,,,
period1,sc01,t0636,,,,
period1,sc01,t0637,,,,
period1,sc01,t0638,,,,
period1,sc01,t0639,,,,
period1,sc01,t0640,,,,
period1,sc01,t0641,,,,
period1,sc01,t0642,,,,
period1,sc01,t0643,,,,
period1,sc01,t0644,,,,
period1,sc01,t0645,,,,
period1,sc01,t0646,,,,
period1,sc01,t0647,,,,
period1,sc01,t0648,,,,
period1,sc01,t0649,,,,
period1,sc01,t0650,,,,
period1,sc01,t0651,,,,
period1,sc01,t0652,,,,
period1,sc01,t0653,,,,
period1,sc01,t0654,,,,
period1,sc01,t0655,,,,
period1,sc01,t0656,,,,
period1,sc01,t0657,,,,
period1,sc01,t0658,,,,
period1,sc01,t0659,,,,
period1,sc01,t0660,,,,
period1,sc01,t0661,,,,
period1,sc01,t0662,,,,
period1,sc01,t0663,,,,
period1,sc01,t0664,,,,
period1,sc01,t0665,,,,
period1,sc01,t0666,,,,
period1,sc01,t0667,,,,
period1,sc01,t0668,,,,
period1,sc01,t0669,,,,
period1,sc01,t0670,,,,
period1,sc01,t0671,,,,
period1,sc01,t0672,,,,
period1,sc01,t0673,,,,
period1,sc01,t0674,,,,
period1,sc01,t0675,,,,
period1,sc01,t0676,,,,
period1,sc01,t0677,,,,
period1,sc01,t0678,,,,
period1,sc01,t0679,,,,
period1,sc01,t0680,,,,
period1,sc01,t0681,,,,
period1,sc01,t0682,,,,
period1,sc01,t0683,,,,
period1,sc01,t0684,,,,
period1,sc01,t0685,,,,
period1,sc01,t0686,,,,
period1,sc01,t0687,,,,
period1,sc01,t0688,,,,
period1,sc01,t0689,,,,
period1,sc01,t0690,,,,
period1,sc01,t0691,,,,
period1,sc01,t0692,,,,
period1,sc01,t0693,,,,
period1,sc01,t0694,,,,
period1,sc01,t0695,,,,
period1,sc01,t0696,,,,
period1,sc01,t0697,,,,
period1,sc01,t0698,,,,
period1,sc01,t0699,,,,
period1,sc01,t0700,,,,
period1,sc01,t0701,,,,
period1,sc01,t0702,,,,
period1,sc01,t0703,,,,
period1,sc01,t0704,,,,
period1,sc01,t0705,,,,
period1,sc01,t0706,,,,
period1,sc01,t0707,,,,
period1,sc01,t0708,,,,
period1,sc01,t0709,,,,
period1,sc01,t0710,,,,
period1,sc01,t0711,,,,
period1,sc01,t0712,,,,
period1,sc01,t0713,,,,
period1,sc01,t0714,,,,
period1,sc01,t0715,,,,
period1,sc01,t0716,,,,
period1,sc01,t0717,,,,
period1,sc01,t0718,,,,
period1,sc01,t0719,,,,
period1,sc01,t0720,,,,
period1,sc01,t0721,,,,
period1,sc01,t0722,,,,
period1,sc01,t0723,,,,
period1,sc01,t0724,,,,
period1,sc01,t0725,,,,
period1,sc01,t0726,,,,
period1,sc01,t0727,,,,
period1,sc01,t0728,,,,
period1,sc01,t0729,,,,
period1,sc01,t0730,,,,
period1,sc01,t0731,,,,
period1,sc01,t0732,,,,
period1,sc01,t0733,,,,
period1,sc01,t0734,,,,
period1,sc01,t0735,,,,
period1,sc01,t0736,,,,
period1,sc01,t0737,,,,
period1,sc01,t0738,,,,
period1,sc01,t0739,,,,
period1,sc01,t0740,,,,
period1,sc01,t0741,,,,
period1,sc01,t0742,,,,
period1,sc01,t0743,,,,
period1,sc01,t0744,,,,
period1,sc01,t0745,,,,
period1,sc01,t0746,,,,
period1,sc01,t0747,,,,
period1,sc01,t0748,,,,
period1,sc01,t0749,,,,
period1,sc01,t0750,,,,
period1,sc01,t0751,,,,
period1,sc01,t0752,,,,
period1,sc01,t0753,,,,
period1,sc01,t0754,,,,
period1,sc01,t0755,,,,
period1,sc01,t0756,,,,
period1,sc01,t0757,,,,
period1,sc01,t0758,,,,
period1,sc01,t0759,,,,
period1,sc01,t0760,,,,
period1,sc01,t0761,,,,
period1,sc01,t0762,,,,
period1,sc01,t0763,,,,
period1,sc01,t0764,,,,
period1,sc01,t0765,,,,
period1,sc01,t0766,,,,
period1,sc01,t0767,,,,
period1,sc01,t0768,,,,
period1,sc01,t0769,,,,
period1,sc01,t0770,,,,
period1,sc01,t0771,,,,
period1,sc01,t0772,,,,
period1,sc01,t0773,,,,
period1,sc01,t0774,,,,
period1,sc01,t0775,,,,
period1,sc01,t0776,,,,
period1,sc01,t0777,,,,
period1,sc01,t0778,,,,
period1,sc01,t0779,,,,
period1,sc01,t0780,,,,
period1,sc01,t0781,,,,
period1,sc01,t0782,,,,
period1,sc01,t0783,,,,
period1,sc01,t0784,,,,
period1,sc01,t0785,,,,
period1,sc01,t0786,,,,
period1,sc01,t0787,,,,
period1,sc01,t0788,,,,
period1,sc01,t0789,,,,
period1,sc01,t0790,,,,
period1,sc01,t0791,,,,
period1,sc01,t0792,,,,
period1,sc01,t0793,,,,
period1,sc01,t0794,,,,
period1,sc01,t0795,,,,
period1,sc01,t0796,,,,
period1,sc01,t0797,,,,
period1,sc01,t0798,,,,
period1,sc01,t0799,,,,
period1,sc01,t0800,,,,
period1,sc01,t0801,,,,
period1,sc01,t0802,,,,
period1,sc01,t0803,,,,
period1,sc01,t0804,,,,
period1,sc01,t0805,,,,
period1,sc01,t0806,,,,
period1,sc01,t0807,,,,
period1,sc01,t0808,,,,
period1,sc01,t0809,,,,
period1,sc01,t0810,,,,
period1,sc01,t0811,,,,
period1,sc01,t0812,,,,
period1,sc01,t0813,,,,
period1,sc01,t0814,,,,
period1,sc01,t0815,,,,
period1,sc01,t0816,,,,
period1,sc01,t0817,,,,
period1,sc01,t0818,,,,
period1,sc01,t0819,,,,
period1,sc01,t0820,,,,
period1,sc01,t0821,,,,
period1,sc01,t0822,,,,
period1,sc01,t0823,,,,
period1,sc01,t0824,,,,
period1,sc01,t0825,,,,
period1,sc01,t0826,,,,
period1,sc01,t0827,,,,
period1,sc01,t0828,,,,
period1,sc01,t0829,,,,
period1,sc01,t0830,,,,
period1,sc01,t0831,,,,
period1,sc01,t0832,,,,
period1,sc01,t0833,,,,
period1,sc01,t0834,,,,
period1,sc01,t0835,,,,
period1,sc01,t0836,,,,
period1,sc01,t0837,,,,
period1,sc01,t0838,,,,
period1,sc01,t0839,,,,
period1,sc01,t0840,,,,
period1,sc01,t0841,,,,
period1,sc01,t0842,,,,
period1,sc01,t0843,,,,
period1,sc01,t0844,,,,
period1,sc01,t0845,,,,
period1,sc01,t0846,,,,
period1,sc01,t0847,,,,
period1,sc01,t0848,,,,
period1,sc01,t0849,,,,
period1,sc01,t0850,,,,
period1,sc01,t0851,,,,
period1,sc01,t0852,,,,
period1,sc01,t0853,,,,
period1,sc01,t0854,,,,
period1,sc01,t0855,,,,
period1,sc01,t0856,,,,
period1,sc01,t0857,,,,
period1,sc01,t0858,,,,
period1,sc01,t0859,,,,
period1,sc01,t0860,,,,
period1,sc01,t0861,,,,
period1,sc01,t0862,,,,
period1,sc01,t0863,,,,
period1,sc01,t0864,,,,
period1,sc01,t0865,,,,
period1,sc01,t0866,,,,
period1,sc01,t0867,,,,
period1,sc01,t0868,,,,
period1,sc01,t0869,,,,
period1,sc01,t0870,,,,
period1,sc01,t0871,,,,
period1,sc01,t0872,,,,
period1,sc01,t0873,,,,
period1,sc01,t0874,,,,
period1,sc01,t0875,,,,
period1,sc01,t0876,,,,
period1,sc01,t0877,,,,
period1,sc01,t0878,,,,
period1,sc01,t0879,,,,
period1,sc01,t0880,,,,
period1,sc01,t0881,,,,
period1,sc01,t0882,,,,
period1,sc01,t0883,,,,
period1,sc01,t0884,,,,
period1,sc01,t0885,,,,
period1,sc01,t0886,,,,
period1,sc01,t0887,,,,
period1,sc01,t0888,,,,
period1,sc01,t0889,,,,
period1,sc01,t0890,,,,
period1,sc01,t0891,,,,
period1,sc01,t0892,,,,
period1,sc01,t0893,,,,
period1,sc01,t0894,,,,
period1,sc01,t0895,,,,
period1,sc01,t0896,,,,
period1,sc01,t0897,,,,
period1,sc01,t0898,,,,
period1,sc01,t0899,,,,
period1,sc01,t0900,,,,
period1,sc01,t0901,,,,
period1,sc01,t0902,,,,
period1,sc01,t0903,,,,
period1,sc01,t0904,,,,
period1,sc01,t0905,,,,
period1,sc01,t0906,,,,
period1,sc01,t0907,,,,
period1,sc01,t0908,,,,
