,,,Node1,Node2,Node3,Node4
period1,sc01,t0272, 80 , 80 ,,
period1,sc01,t0273, 80 , 80 ,,
period1,sc01,t0274, 80 , 80 ,,
period1,sc01,t0275, 80 , 80 ,,
period1,sc01,t0276, 80 , 80 ,,
period1,sc01,t0277, 80 , 80 ,,
period1,sc01,t0278, 80 , 80 ,,
period1,sc01,t0279, 80 , 80 ,,
period1,sc01,t0280, 80 , 80 ,,
period1,sc01,t0281, 80 , 80 ,,
period1,sc01,t0282, 80 , 80 ,,
period1,sc01,t0283, 80 , 80 ,,
period1,sc01,t0284, 80 , 80 ,,
period1,sc01,t0285, 80 , 80 ,,
period1,sc01,t0286, 80 , 80 ,,
period1,sc01,t0287, 80 , 80 ,,
period1,sc01,t0288, 80 , 80 ,,
period1,sc01,t0289, 80 , 80 ,,
period1,sc01,t0290, 80 , 80 ,,
period1,sc01,t0291, 80 , 80 ,,
period1,sc01,t0292, 80 , 80 ,,
period1,sc01,t0293, 80 , 80 ,,
period1,sc01,t0294, 80 , 80 ,,
period1,sc01,t0295, 80 , 80 ,,
period1,sc01,t0296, 80 , 80 ,,
period1,sc01,t0297, 80 , 80 ,,
period1,sc01,t0298, 80 , 80 ,,
period1,sc01,t0299, 80 , 80 ,,
period1,sc01,t0300, 80 , 80 ,,
period1,sc01,t0301, 80 , 80 ,,
period1,sc01,t0302, 80 , 80 ,,
period1,sc01,t0303, 80 , 80 ,,
period1,sc01,t0304, 80 , 80 ,,
period1,sc01,t0305, 80 , 80 ,,
period1,sc01,t0306, 80 , 80 ,,
period1,sc01,t0307, 80 , 80 ,,
period1,sc01,t0308, 80 , 80 ,,
period1,sc01,t0309, 80 , 80 ,,
period1,sc01,t0310, 80 , 80 ,,
period1,sc01,t0311, 80 , 80 ,,
period1,sc01,t0312, 80 , 80 ,,
period1,sc01,t0313, 80 , 80 ,,
period1,sc01,t0314, 80 , 80 ,,
period1,sc01,t0315, 80 , 80 ,,
period1,sc01,t0316, 80 , 80 ,,
period1,sc01,t0317, 80 , 80 ,,
period1,sc01,t0318, 80 , 80 ,,
period1,sc01,t0319, 80 , 80 ,,
period1,sc01,t0320, 80 , 80 ,,
period1,sc01,t0321, 80 , 80 ,,
period1,sc01,t0322, 80 , 80 ,,
period1,sc01,t0323, 80 , 80 ,,
period1,sc01,t0324, 80 , 80 ,,
period1,sc01,t0325, 80 , 80 ,,
period1,sc01,t0326, 80 , 80 ,,
period1,sc01,t0327, 80 , 80 ,,
period1,sc01,t0328, 80 , 80 ,,
period1,sc01,t0329, 80 , 80 ,,
period1,sc01,t0330, 80 , 80 ,,
period1,sc01,t0331, 80 , 80 ,,
period1,sc01,t0332, 80 , 80 ,,
period1,sc01,t0333, 80 , 80 ,,
period1,sc01,t0334, 80 , 80 ,,
period1,sc01,t0335, 80 , 80 ,,
period1,sc01,t0336, 80 , 80 ,,
period1,sc01,t0337, 80 , 80 ,,
period1,sc01,t0338, 80 , 80 ,,
period1,sc01,t0339, 80 , 80 ,,
period1,sc01,t0340, 80 , 80 ,,
period1,sc01,t0341, 80 , 80 ,,
period1,sc01,t0342, 80 , 80 ,,
period1,sc01,t0343, 80 , 80 ,,
period1,sc01,t0344, 80 , 80 ,,
period1,sc01,t0345, 80 , 80 ,,
period1,sc01,t0346, 80 , 80 ,,
period1,sc01,t0347, 80 , 80 ,,
period1,sc01,t0348, 80 , 80 ,,
period1,sc01,t0349, 80 , 80 ,,
period1,sc01,t0350, 80 , 80 ,,
period1,sc01,t0351, 80 , 80 ,,
period1,sc01,t0352, 80 , 80 ,,
period1,sc01,t0353, 80 , 80 ,,
period1,sc01,t0354, 80 , 80 ,,
period1,sc01,t0355, 80 , 80 ,,
period1,sc01,t0356, 80 , 80 ,,
period1,sc01,t0357, 80 , 80 ,,
period1,sc01,t0358, 80 , 80 ,,
period1,sc01,t0359, 80 , 80 ,,
period1,sc01,t0360, 80 , 80 ,,
period1,sc01,t0361, 80 , 80 ,,
period1,sc01,t0362, 80 , 80 ,,
period1,sc01,t0363, 80 , 80 ,,
period1,sc01,t0364, 80 , 80 ,,
period1,sc01,t0365, 80 , 80 ,,
period1,sc01,t0366, 80 , 80 ,,
period1,sc01,t0367, 80 , 80 ,,
period1,sc01,t0368, 80 , 80 ,,
period1,sc01,t0369, 80 , 80 ,,
period1,sc01,t0370, 80 , 80 ,,
period1,sc01,t0371, 80 , 80 ,,
period1,sc01,t0372, 80 , 80 ,,
period1,sc01,t0373, 80 , 80 ,,
period1,sc01,t0374, 80 , 80 ,,
period1,sc01,t0375, 80 , 80 ,,
period1,sc01,t0376, 80 , 80 ,,
period1,sc01,t0377, 80 , 80 ,,
period1,sc01,t0378, 80 , 80 ,,
period1,sc01,t0379, 80 , 80 ,,
period1,sc01,t0380, 80 , 80 ,,
period1,sc01,t0381, 80 , 80 ,,
period1,sc01,t0382, 80 , 80 ,,
period1,sc01,t0383, 80 , 80 ,,
period1,sc01,t0384, 80 , 80 ,,
period1,sc01,t0385, 80 , 80 ,,
period1,sc01,t0386, 80 , 80 ,,
period1,sc01,t0387, 80 , 80 ,,
period1,sc01,t0388, 80 , 80 ,,
period1,sc01,t0389, 80 , 80 ,,
period1,sc01,t0390, 80 , 80 ,,
period1,sc01,t0391, 80 , 80 ,,
period1,sc01,t0392, 80 , 80 ,,
period1,sc01,t0393, 80 , 80 ,,
period1,sc01,t0394, 80 , 80 ,,
period1,sc01,t0395, 80 , 80 ,,
period1,sc01,t0396, 80 , 80 ,,
period1,sc01,t0397, 80 , 80 ,,
period1,sc01,t0398, 80 , 80 ,,
period1,sc01,t0399, 80 , 80 ,,
period1,sc01,t0400, 80 , 80 ,,
period1,sc01,t0401, 80 , 80 ,,
period1,sc01,t0402, 80 , 80 ,,
period1,sc01,t0403, 80 , 80 ,,
period1,sc01,t0404, 80 , 80 ,,
period1,sc01,t0405, 80 , 80 ,,
period1,sc01,t0406, 80 , 80 ,,
period1,sc01,t0407, 80 , 80 ,,
period1,sc01,t0408, 80 , 80 ,,
period1,sc01,t0409, 80 , 80 ,,
period1,sc01,t0410, 80 , 80 ,,
period1,sc01,t0411, 80 , 80 ,,
period1,sc01,t0412, 80 , 80 ,,
period1,sc01,t0413, 80 , 80 ,,
period1,sc01,t0414, 80 , 80 ,,
period1,sc01,t0415, 80 , 80 ,,
period1,sc01,t0416, 80 , 80 ,,
period1,sc01,t0417, 80 , 80 ,,
period1,sc01,t0418, 80 , 80 ,,
period1,sc01,t0419, 80 , 80 ,,
period1,sc01,t0420, 80 , 80 ,,
period1,sc01,t0421, 80 , 80 ,,
period1,sc01,t0422, 80 , 80 ,,
period1,sc01,t0423, 80 , 80 ,,
period1,sc01,t0424, 80 , 80 ,,
period1,sc01,t0425, 80 , 80 ,,
period1,sc01,t0426, 80 , 80 ,,
period1,sc01,t0427, 80 , 80 ,,
period1,sc01,t0428, 80 , 80 ,,
period1,sc01,t0429, 80 , 80 ,,
period1,sc01,t0430, 80 , 80 ,,
period1,sc01,t0431, 80 , 80 ,,
period1,sc01,t0432, 80 , 80 ,,
period1,sc01,t0433, 80 , 80 ,,
period1,sc01,t0434, 80 , 80 ,,
period1,sc01,t0435, 80 , 80 ,,
period1,sc01,t0436, 80 , 80 ,,
period1,sc01,t0437, 80 , 80 ,,
period1,sc01,t0438, 80 , 80 ,,
period1,sc01,t0439, 80 , 80 ,,
period1,sc01,t0440, 80 , 80 ,,
period1,sc01,t0441, 80 , 80 ,,
period1,sc01,t0442, 80 , 80 ,,
period1,sc01,t0443, 80 , 80 ,,
period1,sc01,t0444, 80 , 80 ,,
period1,sc01,t0445, 80 , 80 ,,
period1,sc01,t0446, 80 , 80 ,,
period1,sc01,t0447, 80 , 80 ,,
period1,sc01,t0448, 80 , 80 ,,
period1,sc01,t0449, 80 , 80 ,,
period1,sc01,t0450, 80 , 80 ,,
period1,sc01,t0451, 80 , 80 ,,
period1,sc01,t0452, 80 , 80 ,,
period1,sc01,t0453, 80 , 80 ,,
period1,sc01,t0454, 80 , 80 ,,
period1,sc01,t0455, 80 , 80 ,,
period1,sc01,t0456, 80 , 80 ,,
period1,sc01,t0457, 80 , 80 ,,
period1,sc01,t0458, 80 , 80 ,,
period1,sc01,t0459, 80 , 80 ,,
period1,sc01,t0460, 80 , 80 ,,
period1,sc01,t0461, 80 , 80 ,,
period1,sc01,t0462, 80 , 80 ,,
period1,sc01,t0463, 80 , 80 ,,
period1,sc01,t0464, 80 , 80 ,,
period1,sc01,t0465, 80 , 80 ,,
period1,sc01,t0466, 80 , 80 ,,
period1,sc01,t0467, 80 , 80 ,,
period1,sc01,t0468, 80 , 80 ,,
period1,sc01,t0469, 80 , 80 ,,
period1,sc01,t0470, 80 , 80 ,,
period1,sc01,t0471, 80 , 80 ,,
period1,sc01,t0472, 80 , 80 ,,
period1,sc01,t0473, 80 , 80 ,,
period1,sc01,t0474, 80 , 80 ,,
period1,sc01,t0475, 80 , 80 ,,
period1,sc01,t0476, 80 , 80 ,,
period1,sc01,t0477, 80 , 80 ,,
period1,sc01,t0478, 80 , 80 ,,
period1,sc01,t0479, 80 , 80 ,,
period1,sc01,t0480, 80 , 80 ,,
period1,sc01,t0481, 80 , 80 ,,
period1,sc01,t0482, 80 , 80 ,,
period1,sc01,t0483, 80 , 80 ,,
period1,sc01,t0484, 80 , 80 ,,
period1,sc01,t0485, 80 , 80 ,,
period1,sc01,t0486, 80 , 80 ,,
period1,sc01,t0487, 80 , 80 ,,
period1,sc01,t0488, 80 , 80 ,,
period1,sc01,t0489, 80 , 80 ,,
period1,sc01,t0490, 80 , 80 ,,
period1,sc01,t0491, 80 , 80 ,,
period1,sc01,t0492, 80 , 80 ,,
period1,sc01,t0493, 80 , 80 ,,
period1,sc01,t0494, 80 , 80 ,,
period1,sc01,t0495, 80 , 80 ,,
period1,sc01,t0496, 80 , 80 ,,
period1,sc01,t0497, 80 , 80 ,,
period1,sc01,t0498, 80 , 80 ,,
period1,sc01,t0499, 80 , 80 ,,
period1,sc01,t0500, 80 , 80 ,,
period1,sc01,t0501, 80 , 80 ,,
period1,sc01,t0502, 80 , 80 ,,
period1,sc01,t0503, 80 , 80 ,,
period1,sc01,t0504, 80 , 80 ,,
period1,sc01,t0505, 80 , 80 ,,
period1,sc01,t0506, 80 , 80 ,,
period1,sc01,t0507, 80 , 80 ,,
period1,sc01,t0508, 80 , 80 ,,
period1,sc01,t0509, 80 , 80 ,,
period1,sc01,t0510, 80 , 80 ,,
period1,sc01,t0511, 80 , 80 ,,
period1,sc01,t0512, 80 , 80 ,,
period1,sc01,t0513, 80 , 80 ,,
period1,sc01,t0514, 80 , 80 ,,
period1,sc01,t0515, 80 , 80 ,,
period1,sc01,t0516, 80 , 80 ,,
period1,sc01,t0517, 80 , 80 ,,
period1,sc01,t0518, 80 , 80 ,,
period1,sc01,t0519, 80 , 80 ,,
period1,sc01,t0520, 80 , 80 ,,
period1,sc01,t0521, 80 , 80 ,,
period1,sc01,t0522, 80 , 80 ,,
period1,sc01,t0523, 80 , 80 ,,
period1,sc01,t0524, 80 , 80 ,,
period1,sc01,t0525, 80 , 80 ,,
period1,sc01,t0526, 80 , 80 ,,
period1,sc01,t0527, 80 , 80 ,,
period1,sc01,t0528, 80 , 80 ,,
period1,sc01,t0529, 80 , 80 ,,
period1,sc01,t0530, 80 , 80 ,,
period1,sc01,t0531, 80 , 80 ,,
period1,sc01,t0532, 80 , 80 ,,
period1,sc01,t0533, 80 , 80 ,,
period1,sc01,t0534, 80 , 80 ,,
period1,sc01,t0535, 80 , 80 ,,
period1,sc01,t0536, 80 , 80 ,,
period1,sc01,t0537, 80 , 80 ,,
period1,sc01,t0538, 80 , 80 ,,
period1,sc01,t0539, 80 , 80 ,,
period1,sc01,t0540, 80 , 80 ,,
period1,sc01,t0541, 80 , 80 ,,
period1,sc01,t0542, 80 , 80 ,,
period1,sc01,t0543, 80 , 80 ,,
period1,sc01,t0544, 80 , 80 ,,
period1,sc01,t0545, 80 , 80 ,,
period1,sc01,t0546, 80 , 80 ,,
period1,sc01,t0547, 80 , 80 ,,
period1,sc01,t0548, 80 , 80 ,,
period1,sc01,t0549, 80 , 80 ,,
period1,sc01,t0550, 80 , 80 ,,
period1,sc01,t0551, 80 , 80 ,,
period1,sc01,t0552, 80 , 80 ,,
period1,sc01,t0553, 80 , 80 ,,
period1,sc01,t0554, 80 , 80 ,,
period1,sc01,t0555, 80 , 80 ,,
period1,sc01,t0556, 80 , 80 ,,
period1,sc01,t0557, 80 , 80 ,,
period1,sc01,t0558, 80 , 80 ,,
period1,sc01,t0559, 80 , 80 ,,
period1,sc01,t0560, 80 , 80 ,,
period1,sc01,t0561, 80 , 80 ,,
period1,sc01,t0562, 80 , 80 ,,
period1,sc01,t0563, 80 , 80 ,,
period1,sc01,t0564, 80 , 80 ,,
period1,sc01,t0565, 80 , 80 ,,
period1,sc01,t0566, 80 , 80 ,,
period1,sc01,t0567, 80 , 80 ,,
period1,sc01,t0568, 80 , 80 ,,
period1,sc01,t0569, 80 , 80 ,,
period1,sc01,t0570, 80 , 80 ,,
period1,sc01,t0571, 80 , 80 ,,
period1,sc01,t0572, 80 , 80 ,,
period1,sc01,t0573, 80 , 80 ,,
period1,sc01,t0574, 80 , 80 ,,
period1,sc01,t0575, 80 , 80 ,,
period1,sc01,t0576, 80 , 80 ,,
period1,sc01,t0577, 80 , 80 ,,
period1,sc01,t0578, 80 , 80 ,,
period1,sc01,t0579, 80 , 80 ,,
period1,sc01,t0580, 80 , 80 ,,
period1,sc01,t0581, 80 , 80 ,,
period1,sc01,t0582, 80 , 80 ,,
period1,sc01,t0583, 80 , 80 ,,
period1,sc01,t0584, 80 , 80 ,,
period1,sc01,t0585, 80 , 80 ,,
period1,sc01,t0586, 80 , 80 ,,
period1,sc01,t0587, 80 , 80 ,,
period1,sc01,t0588, 80 , 80 ,,
period1,sc01,t0589, 80 , 80 ,,
period1,sc01,t0590, 80 , 80 ,,
period1,sc01,t0591, 80 , 80 ,,
period1,sc01,t0592, 80 , 80 ,,
period1,sc01,t0593, 80 , 80 ,,
period1,sc01,t0594, 80 , 80 ,,
period1,sc01,t0595, 80 , 80 ,,
period1,sc01,t0596, 80 , 80 ,,
period1,sc01,t0597, 80 , 80 ,,
period1,sc01,t0598, 80 , 80 ,,
period1,sc01,t0599, 80 , 80 ,,
period1,sc01,t0600, 80 , 80 ,,
period1,sc01,t0601, 80 , 80 ,,
period1,sc01,t0602, 80 , 80 ,,
period1,sc01,t0603, 80 , 80 ,,
period1,sc01,t0604, 80 , 80 ,,
period1,sc01,t0605, 80 , 80 ,,
period1,sc01,t0606, 80 , 80 ,,
period1,sc01,t0607, 80 , 80 ,,
period1,sc01,t0608, 80 , 80 ,,
period1,sc01,t0609, 80 , 80 ,,
period1,sc01,t0610, 80 , 80 ,,
period1,sc01,t0611, 80 , 80 ,,
period1,sc01,t0612, 80 , 80 ,,
period1,sc01,t0613, 80 , 80 ,,
period1,sc01,t0614, 80 , 80 ,,
period1,sc01,t0615, 80 , 80 ,,
period1,sc01,t0616, 80 , 80 ,,
period1,sc01,t0617, 80 , 80 ,,
period1,sc01,t0618, 80 , 80 ,,
period1,sc01,t0619, 80 , 80 ,,
period1,sc01,t0620, 80 , 80 ,,
period1,sc01,t0621, 80 , 80 ,,
period1,sc01,t0622, 80 , 80 ,,
period1,sc01,t0623, 80 , 80 ,,
period1,sc01,t0624, 80 , 80 ,,
period1,sc01,t0625, 80 , 80 ,,
period1,sc01,t0626, 80 , 80 ,,
period1,sc01,t0627, 80 , 80 ,,
period1,sc01,t0628, 80 , 80 ,,
period1,sc01,t0629, 80 , 80 ,,
period1,sc01,t0630, 80 , 80 ,,
period1,sc01,t0631, 80 , 80 ,,
period1,sc01,t0632, 80 , 80 ,,
period1,sc01,t0633, 80 , 80 ,,
period1,sc01,t0634, 80 , 80 ,,
