,,,Up_SR,Down_SR,Up_TR,Down_TR
period1,sc01,t0062, 0 , 0 ,,
period1,sc01,t0063, 0 , 0 ,,
period1,sc01,t0064, 0 , 0 ,,
period1,sc01,t0065, 0 , 0 ,,
period1,sc01,t0066, 0 , 0 ,,
period1,sc01,t0067, 0 , 0 ,,
period1,sc01,t0068, 0 , 0 ,,
period1,sc01,t0069, 0 , 0 ,,
period1,sc01,t0070, 0 , 0 ,,
period1,sc01,t0071, 0 , 0 ,,
period1,sc01,t0072, 0 , 0 ,,
period1,sc01,t0073, 0 , 0 ,,
period1,sc01,t0074, 0 , 0 ,,
period1,sc01,t0075, 0 , 0 ,,
period1,sc01,t0076, 0 , 0 ,,
period1,sc01,t0077, 0 , 0 ,,
period1,sc01,t0078, 0 , 0 ,,
period1,sc01,t0079, 0 , 0 ,,
period1,sc01,t0080, 0 , 0 ,,
period1,sc01,t0081, 0 , 0 ,,
period1,sc01,t0082, 0 , 0 ,,
period1,sc01,t0083, 0 , 0 ,,
period1,sc01,t0084, 0 , 0 ,,
period1,sc01,t0085, 0 , 0 ,,
period1,sc01,t0086, 0 , 0 ,,
period1,sc01,t0087, 0 , 0 ,,
period1,sc01,t0088, 0 , 0 ,,
period1,sc01,t0089, 0 , 0 ,,
period1,sc01,t0090, 0 , 0 ,,
period1,sc01,t0091, 0 , 0 ,,
period1,sc01,t0092, 0 , 0 ,,
period1,sc01,t0093, 0 , 0 ,,
period1,sc01,t0094, 0 , 0 ,,
period1,sc01,t0095, 0 , 0 ,,
period1,sc01,t0096, 0 , 0 ,,
period1,sc01,t0097, 0 , 0 ,,
period1,sc01,t0098, 0 , 0 ,,
period1,sc01,t0099, 0 , 0 ,,
period1,sc01,t0100, 0 , 0 ,,
period1,sc01,t0101, 0 , 0 ,,
period1,sc01,t0102, 0 , 0 ,,
period1,sc01,t0103, 0 , 0 ,,
period1,sc01,t0104, 0 , 0 ,,
period1,sc01,t0105, 0 , 0 ,,
period1,sc01,t0106, 0 , 0 ,,
period1,sc01,t0107, 0 , 0 ,,
period1,sc01,t0108, 0 , 0 ,,
period1,sc01,t0109, 0 , 0 ,,
period1,sc01,t0110, 0 , 0 ,,
period1,sc01,t0111, 0 , 0 ,,
period1,sc01,t0112, 0 , 0 ,,
period1,sc01,t0113, 0 , 0 ,,
period1,sc01,t0114, 0 , 0 ,,
period1,sc01,t0115, 0 , 0 ,,
period1,sc01,t0116, 0 , 0 ,,
period1,sc01,t0117, 0 , 0 ,,
period1,sc01,t0118, 0 , 0 ,,
period1,sc01,t0119, 0 , 0 ,,
period1,sc01,t0120, 0 , 0 ,,
period1,sc01,t0121, 0 , 0 ,,
period1,sc01,t0122, 0 , 0 ,,
period1,sc01,t0123, 0 , 0 ,,
period1,sc01,t0124, 0 , 0 ,,
period1,sc01,t0125, 0 , 0 ,,
period1,sc01,t0126, 0 , 0 ,,
period1,sc01,t0127, 0 , 0 ,,
period1,sc01,t0128, 0 , 0 ,,
period1,sc01,t0129, 0 , 0 ,,
period1,sc01,t0130, 0 , 0 ,,
period1,sc01,t0131, 0 , 0 ,,
period1,sc01,t0132, 0 , 0 ,,
period1,sc01,t0133, 0 , 0 ,,
period1,sc01,t0134, 0 , 0 ,,
period1,sc01,t0135, 0 , 0 ,,
period1,sc01,t0136, 0 , 0 ,,
period1,sc01,t0137, 0 , 0 ,,
period1,sc01,t0138, 0 , 0 ,,
period1,sc01,t0139, 0 , 0 ,,
period1,sc01,t0140, 0 , 0 ,,
period1,sc01,t0141, 0 , 0 ,,
period1,sc01,t0142, 0 , 0 ,,
period1,sc01,t0143, 0 , 0 ,,
period1,sc01,t0144, 0 , 0 ,,
period1,sc01,t0145, 0 , 0 ,,
period1,sc01,t0146, 0 , 0 ,,
period1,sc01,t0147, 0 , 0 ,,
period1,sc01,t0148, 0 , 0 ,,
period1,sc01,t0149, 0 , 0 ,,
period1,sc01,t0150, 0 , 0 ,,
period1,sc01,t0151, 0 , 0 ,,
period1,sc01,t0152, 0 , 0 ,,
period1,sc01,t0153, 0 , 0 ,,
period1,sc01,t0154, 0 , 0 ,,
period1,sc01,t0155, 0 , 0 ,,
period1,sc01,t0156, 0 , 0 ,,
period1,sc01,t0157, 0 , 0 ,,
period1,sc01,t0158, 0 , 0 ,,
period1,sc01,t0159, 0 , 0 ,,
period1,sc01,t0160, 0 , 0 ,,
period1,sc01,t0161, 0 , 0 ,,
period1,sc01,t0162, 0 , 0 ,,
period1,sc01,t0163, 0 , 0 ,,
period1,sc01,t0164, 0 , 0 ,,
period1,sc01,t0165, 0 , 0 ,,
period1,sc01,t0166, 0 , 0 ,,
period1,sc01,t0167, 0 , 0 ,,
period1,sc01,t0168, 0 , 0 ,,
period1,sc01,t0169, 0 , 0 ,,
period1,sc01,t0170, 0 , 0 ,,
period1,sc01,t0171, 0 , 0 ,,
period1,sc01,t0172, 0 , 0 ,,
period1,sc01,t0173, 0 , 0 ,,
period1,sc01,t0174, 0 , 0 ,,
period1,sc01,t0175, 0 , 0 ,,
period1,sc01,t0176, 0 , 0 ,,
period1,sc01,t0177, 0 , 0 ,,
period1,sc01,t0178, 0 , 0 ,,
period1,sc01,t0179, 0 , 0 ,,
period1,sc01,t0180, 0 , 0 ,,
period1,sc01,t0181, 0 , 0 ,,
period1,sc01,t0182, 0 , 0 ,,
period1,sc01,t0183, 0 , 0 ,,
period1,sc01,t0184, 0 , 0 ,,
period1,sc01,t0185, 0 , 0 ,,
period1,sc01,t0186, 0 , 0 ,,
period1,sc01,t0187, 0 , 0 ,,
period1,sc01,t0188, 0 , 0 ,,
period1,sc01,t0189, 0 , 0 ,,
period1,sc01,t0190, 0 , 0 ,,
period1,sc01,t0191, 0 , 0 ,,
period1,sc01,t0192, 0 , 0 ,,
period1,sc01,t0193, 0 , 0 ,,
period1,sc01,t0194, 0 , 0 ,,
period1,sc01,t0195, 0 , 0 ,,
period1,sc01,t0196, 0 , 0 ,,
period1,sc01,t0197, 0 , 0 ,,
period1,sc01,t0198, 0 , 0 ,,
period1,sc01,t0199, 0 , 0 ,,
period1,sc01,t0200, 0 , 0 ,,
period1,sc01,t0201, 0 , 0 ,,
period1,sc01,t0202, 0 , 0 ,,
period1,sc01,t0203, 0 , 0 ,,
period1,sc01,t0204, 0 , 0 ,,
period1,sc01,t0205, 0 , 0 ,,
period1,sc01,t0206, 0 , 0 ,,
period1,sc01,t0207, 0 , 0 ,,
period1,sc01,t0208, 0 , 0 ,,
period1,sc01,t0209, 0 , 0 ,,
period1,sc01,t0210, 0 , 0 ,,
period1,sc01,t0211, 0 , 0 ,,
period1,sc01,t0212, 0 , 0 ,,
period1,sc01,t0213, 0 , 0 ,,
period1,sc01,t0214, 0 , 0 ,,
period1,sc01,t0215, 0 , 0 ,,
period1,sc01,t0216, 0 , 0 ,,
period1,sc01,t0217, 0 , 0 ,,
period1,sc01,t0218, 0 , 0 ,,
period1,sc01,t0219, 0 , 0 ,,
period1,sc01,t0220, 0 , 0 ,,
period1,sc01,t0221, 0 , 0 ,,
period1,sc01,t0222, 0 , 0 ,,
period1,sc01,t0223, 0 , 0 ,,
period1,sc01,t0224, 0 , 0 ,,
period1,sc01,t0225, 0 , 0 ,,
period1,sc01,t0226, 0 , 0 ,,
period1,sc01,t0227, 0 , 0 ,,
period1,sc01,t0228, 0 , 0 ,,
period1,sc01,t0229, 0 , 0 ,,
period1,sc01,t0230, 0 , 0 ,,
period1,sc01,t0231, 0 , 0 ,,
period1,sc01,t0232, 0 , 0 ,,
period1,sc01,t0233, 0 , 0 ,,
period1,sc01,t0234, 0 , 0 ,,
period1,sc01,t0235, 0 , 0 ,,
period1,sc01,t0236, 0 , 0 ,,
period1,sc01,t0237, 0 , 0 ,,
period1,sc01,t0238, 0 , 0 ,,
period1,sc01,t0239, 0 , 0 ,,
period1,sc01,t0240, 0 , 0 ,,
period1,sc01,t0241, 0 , 0 ,,
period1,sc01,t0242, 0 , 0 ,,
period1,sc01,t0243, 0 , 0 ,,
period1,sc01,t0244, 0 , 0 ,,
period1,sc01,t0245, 0 , 0 ,,
period1,sc01,t0246, 0 , 0 ,,
period1,sc01,t0247, 0 , 0 ,,
period1,sc01,t0248, 0 , 0 ,,
period1,sc01,t0249, 0 , 0 ,,
period1,sc01,t0250, 0 , 0 ,,
period1,sc01,t0251, 0 , 0 ,,
period1,sc01,t0252, 0 , 0 ,,
period1,sc01,t0253, 0 , 0 ,,
period1,sc01,t0254, 0 , 0 ,,
period1,sc01,t0255, 0 , 0 ,,
period1,sc01,t0256, 0 , 0 ,,
period1,sc01,t0257, 0 , 0 ,,
period1,sc01,t0258, 0 , 0 ,,
period1,sc01,t0259, 0 , 0 ,,
period1,sc01,t0260, 0 , 0 ,,
period1,sc01,t0261, 0 , 0 ,,
period1,sc01,t0262, 0 , 0 ,,
period1,sc01,t0263, 0 , 0 ,,
period1,sc01,t0264, 0 , 0 ,,
period1,sc01,t0265, 0 , 0 ,,
period1,sc01,t0266, 0 , 0 ,,
period1,sc01,t0267, 0 , 0 ,,
period1,sc01,t0268, 0 , 0 ,,
period1,sc01,t0269, 0 , 0 ,,
period1,sc01,t0270, 0 , 0 ,,
period1,sc01,t0271, 0 , 0 ,,
period1,sc01,t0272, 0 , 0 ,,
period1,sc01,t0273, 0 , 0 ,,
period1,sc01,t0274, 0 , 0 ,,
period1,sc01,t0275, 0 , 0 ,,
period1,sc01,t0276, 0 , 0 ,,
period1,sc01,t0277, 0 , 0 ,,
period1,sc01,t0278, 0 , 0 ,,
period1,sc01,t0279, 0 , 0 ,,
period1,sc01,t0280, 0 , 0 ,,
period1,sc01,t0281, 0 , 0 ,,
period1,sc01,t0282, 0 , 0 ,,
period1,sc01,t0283, 0 , 0 ,,
period1,sc01,t0284, 0 , 0 ,,
period1,sc01,t0285, 0 , 0 ,,
period1,sc01,t0286, 0 , 0 ,,
period1,sc01,t0287, 0 , 0 ,,
period1,sc01,t0288, 0 , 0 ,,
period1,sc01,t0289, 0 , 0 ,,
period1,sc01,t0290, 0 , 0 ,,
period1,sc01,t0291, 0 , 0 ,,
period1,sc01,t0292, 0 , 0 ,,
period1,sc01,t0293, 0 , 0 ,,
period1,sc01,t0294, 0 , 0 ,,
period1,sc01,t0295, 0 , 0 ,,
period1,sc01,t0296, 0 , 0 ,,
period1,sc01,t0297, 0 , 0 ,,
period1,sc01,t0298, 0 , 0 ,,
period1,sc01,t0299, 0 , 0 ,,
period1,sc01,t0300, 0 , 0 ,,
period1,sc01,t0301, 0 , 0 ,,
period1,sc01,t0302, 0 , 0 ,,
period1,sc01,t0303, 0 , 0 ,,
period1,sc01,t0304, 0 , 0 ,,
period1,sc01,t0305, 0 , 0 ,,
period1,sc01,t0306, 0 , 0 ,,
period1,sc01,t0307, 0 , 0 ,,
period1,sc01,t0308, 0 , 0 ,,
period1,sc01,t0309, 0 , 0 ,,
period1,sc01,t0310, 0 , 0 ,,
period1,sc01,t0311, 0 , 0 ,,
period1,sc01,t0312, 0 , 0 ,,
period1,sc01,t0313, 0 , 0 ,,
period1,sc01,t0314, 0 , 0 ,,
period1,sc01,t0315, 0 , 0 ,,
period1,sc01,t0316, 0 , 0 ,,
period1,sc01,t0317, 0 , 0 ,,
period1,sc01,t0318, 0 , 0 ,,
period1,sc01,t0319, 0 , 0 ,,
period1,sc01,t0320, 0 , 0 ,,
period1,sc01,t0321, 0 , 0 ,,
period1,sc01,t0322, 0 , 0 ,,
period1,sc01,t0323, 0 , 0 ,,
period1,sc01,t0324, 0 , 0 ,,
period1,sc01,t0325, 0 , 0 ,,
period1,sc01,t0326, 0 , 0 ,,
period1,sc01,t0327, 0 , 0 ,,
period1,sc01,t0328, 0 , 0 ,,
period1,sc01,t0329, 0 , 0 ,,
period1,sc01,t0330, 0 , 0 ,,
period1,sc01,t0331, 0 , 0 ,,
period1,sc01,t0332, 0 , 0 ,,
period1,sc01,t0333, 0 , 0 ,,
period1,sc01,t0334, 0 , 0 ,,
period1,sc01,t0335, 0 , 0 ,,
period1,sc01,t0336, 0 , 0 ,,
period1,sc01,t0337, 0 , 0 ,,
period1,sc01,t0338, 0 , 0 ,,
period1,sc01,t0339, 0 , 0 ,,
period1,sc01,t0340, 0 , 0 ,,
period1,sc01,t0341, 0 , 0 ,,
period1,sc01,t0342, 0 , 0 ,,
period1,sc01,t0343, 0 , 0 ,,
period1,sc01,t0344, 0 , 0 ,,
period1,sc01,t0345, 0 , 0 ,,
period1,sc01,t0346, 0 , 0 ,,
period1,sc01,t0347, 0 , 0 ,,
period1,sc01,t0348, 0 , 0 ,,
period1,sc01,t0349, 0 , 0 ,,
period1,sc01,t0350, 0 , 0 ,,
period1,sc01,t0351, 0 , 0 ,,
period1,sc01,t0352, 0 , 0 ,,
period1,sc01,t0353, 0 , 0 ,,
period1,sc01,t0354, 0 , 0 ,,
period1,sc01,t0355, 0 , 0 ,,
period1,sc01,t0356, 0 , 0 ,,
period1,sc01,t0357, 0 , 0 ,,
period1,sc01,t0358, 0 , 0 ,,
period1,sc01,t0359, 0 , 0 ,,
period1,sc01,t0360, 0 , 0 ,,
period1,sc01,t0361, 0 , 0 ,,
period1,sc01,t0362, 0 , 0 ,,
period1,sc01,t0363, 0 , 0 ,,
period1,sc01,t0364, 0 , 0 ,,
period1,sc01,t0365, 0 , 0 ,,
period1,sc01,t0366, 0 , 0 ,,
period1,sc01,t0367, 0 , 0 ,,
period1,sc01,t0368, 0 , 0 ,,
period1,sc01,t0369, 0 , 0 ,,
period1,sc01,t0370, 0 , 0 ,,
period1,sc01,t0371, 0 , 0 ,,
period1,sc01,t0372, 0 , 0 ,,
period1,sc01,t0373, 0 , 0 ,,
period1,sc01,t0374, 0 , 0 ,,
period1,sc01,t0375, 0 , 0 ,,
period1,sc01,t0376, 0 , 0 ,,
period1,sc01,t0377, 0 , 0 ,,
period1,sc01,t0378, 0 , 0 ,,
period1,sc01,t0379, 0 , 0 ,,
period1,sc01,t0380, 0 , 0 ,,
period1,sc01,t0381, 0 , 0 ,,
period1,sc01,t0382, 0 , 0 ,,
period1,sc01,t0383, 0 , 0 ,,
period1,sc01,t0384, 0 , 0 ,,
period1,sc01,t0385, 0 , 0 ,,
period1,sc01,t0386, 0 , 0 ,,
period1,sc01,t0387, 0 , 0 ,,
period1,sc01,t0388, 0 , 0 ,,
period1,sc01,t0389, 0 , 0 ,,
period1,sc01,t0390, 0 , 0 ,,
period1,sc01,t0391, 0 , 0 ,,
period1,sc01,t0392, 0 , 0 ,,
period1,sc01,t0393, 0 , 0 ,,
period1,sc01,t0394, 0 , 0 ,,
period1,sc01,t0395, 0 , 0 ,,
period1,sc01,t0396, 0 , 0 ,,
period1,sc01,t0397, 0 , 0 ,,
period1,sc01,t0398, 0 , 0 ,,
period1,sc01,t0399, 0 , 0 ,,
period1,sc01,t0400, 0 , 0 ,,
period1,sc01,t0401, 0 , 0 ,,
period1,sc01,t0402, 0 , 0 ,,
period1,sc01,t0403, 0 , 0 ,,
period1,sc01,t0404, 0 , 0 ,,
period1,sc01,t0405, 0 , 0 ,,
period1,sc01,t0406, 0 , 0 ,,
period1,sc01,t0407, 0 , 0 ,,
period1,sc01,t0408, 0 , 0 ,,
period1,sc01,t0409, 0 , 0 ,,
period1,sc01,t0410, 0 , 0 ,,
period1,sc01,t0411, 0 , 0 ,,
period1,sc01,t0412, 0 , 0 ,,
period1,sc01,t0413, 0 , 0 ,,
period1,sc01,t0414, 0 , 0 ,,
period1,sc01,t0415, 0 , 0 ,,
period1,sc01,t0416, 0 , 0 ,,
period1,sc01,t0417, 0 , 0 ,,
period1,sc01,t0418, 0 , 0 ,,
period1,sc01,t0419, 0 , 0 ,,
period1,sc01,t0420, 0 , 0 ,,
period1,sc01,t0421, 0 , 0 ,,
period1,sc01,t0422, 0 , 0 ,,
period1,sc01,t0423, 0 , 0 ,,
period1,sc01,t0424, 0 , 0 ,,
period1,sc01,t0425, 0 , 0 ,,
period1,sc01,t0426, 0 , 0 ,,
period1,sc01,t0427, 0 , 0 ,,
period1,sc01,t0428, 0 , 0 ,,
period1,sc01,t0429, 0 , 0 ,,
period1,sc01,t0430, 0 , 0 ,,
period1,sc01,t0431, 0 , 0 ,,
period1,sc01,t0432, 0 , 0 ,,
period1,sc01,t0433, 0 , 0 ,,
period1,sc01,t0434, 0 , 0 ,,
period1,sc01,t0435, 0 , 0 ,,
period1,sc01,t0436, 0 , 0 ,,
period1,sc01,t0437, 0 , 0 ,,
period1,sc01,t0438, 0 , 0 ,,
period1,sc01,t0439, 0 , 0 ,,
period1,sc01,t0440, 0 , 0 ,,
period1,sc01,t0441, 0 , 0 ,,
period1,sc01,t0442, 0 , 0 ,,
period1,sc01,t0443, 0 , 0 ,,
period1,sc01,t0444, 0 , 0 ,,
period1,sc01,t0445, 0 , 0 ,,
period1,sc01,t0446, 0 , 0 ,,
period1,sc01,t0447, 0 , 0 ,,
period1,sc01,t0448, 0 , 0 ,,
period1,sc01,t0449, 0 , 0 ,,
period1,sc01,t0450, 0 , 0 ,,
period1,sc01,t0451, 0 , 0 ,,
period1,sc01,t0452, 0 , 0 ,,
period1,sc01,t0453, 0 , 0 ,,
period1,sc01,t0454, 0 , 0 ,,
period1,sc01,t0455, 0 , 0 ,,
period1,sc01,t0456, 0 , 0 ,,
period1,sc01,t0457, 0 , 0 ,,
period1,sc01,t0458, 0 , 0 ,,
period1,sc01,t0459, 0 , 0 ,,
period1,sc01,t0460, 0 , 0 ,,
period1,sc01,t0461, 0 , 0 ,,
period1,sc01,t0462, 0 , 0 ,,
period1,sc01,t0463, 0 , 0 ,,
period1,sc01,t0464, 0 , 0 ,,
period1,sc01,t0465, 0 , 0 ,,
period1,sc01,t0466, 0 , 0 ,,
period1,sc01,t0467, 0 , 0 ,,
period1,sc01,t0468, 0 , 0 ,,
period1,sc01,t0469, 0 , 0 ,,
period1,sc01,t0470, 0 , 0 ,,
period1,sc01,t0471, 0 , 0 ,,
period1,sc01,t0472, 0 , 0 ,,
period1,sc01,t0473, 0 , 0 ,,
period1,sc01,t0474, 0 , 0 ,,
period1,sc01,t0475, 0 , 0 ,,
period1,sc01,t0476, 0 , 0 ,,
period1,sc01,t0477, 0 , 0 ,,
period1,sc01,t0478, 0 , 0 ,,
period1,sc01,t0479, 0 , 0 ,,
period1,sc01,t0480, 0 , 0 ,,
period1,sc01,t0481, 0 , 0 ,,
period1,sc01,t0482, 0 , 0 ,,
period1,sc01,t0483, 0 , 0 ,,
period1,sc01,t0484, 0 , 0 ,,
period1,sc01,t0485, 0 , 0 ,,
period1,sc01,t0486, 0 , 0 ,,
period1,sc01,t0487, 0 , 0 ,,
period1,sc01,t0488, 0 , 0 ,,
period1,sc01,t0489, 0 , 0 ,,
period1,sc01,t0490, 0 , 0 ,,
period1,sc01,t0491, 0 , 0 ,,
period1,sc01,t0492, 0 , 0 ,,
period1,sc01,t0493, 0 , 0 ,,
period1,sc01,t0494, 0 , 0 ,,
period1,sc01,t0495, 0 , 0 ,,
period1,sc01,t0496, 0 , 0 ,,
period1,sc01,t0497, 0 , 0 ,,
period1,sc01,t0498, 0 , 0 ,,
period1,sc01,t0499, 0 , 0 ,,
period1,sc01,t0500, 0 , 0 ,,
period1,sc01,t0501, 0 , 0 ,,
period1,sc01,t0502, 0 , 0 ,,
period1,sc01,t0503, 0 , 0 ,,
period1,sc01,t0504, 0 , 0 ,,
period1,sc01,t0505, 0 , 0 ,,
period1,sc01,t0506, 0 , 0 ,,
period1,sc01,t0507, 0 , 0 ,,
period1,sc01,t0508, 0 , 0 ,,
period1,sc01,t0509, 0 , 0 ,,
period1,sc01,t0510, 0 , 0 ,,
period1,sc01,t0511, 0 , 0 ,,
period1,sc01,t0512, 0 , 0 ,,
period1,sc01,t0513, 0 , 0 ,,
period1,sc01,t0514, 0 , 0 ,,
period1,sc01,t0515, 0 , 0 ,,
period1,sc01,t0516, 0 , 0 ,,
period1,sc01,t0517, 0 , 0 ,,
period1,sc01,t0518, 0 , 0 ,,
period1,sc01,t0519, 0 , 0 ,,
period1,sc01,t0520, 0 , 0 ,,
period1,sc01,t0521, 0 , 0 ,,
period1,sc01,t0522, 0 , 0 ,,
period1,sc01,t0523, 0 , 0 ,,
period1,sc01,t0524, 0 , 0 ,,
period1,sc01,t0525, 0 , 0 ,,
period1,sc01,t0526, 0 , 0 ,,
period1,sc01,t0527, 0 , 0 ,,
period1,sc01,t0528, 0 , 0 ,,
period1,sc01,t0529, 0 , 0 ,,
period1,sc01,t0530, 0 , 0 ,,
period1,sc01,t0531, 0 , 0 ,,
period1,sc01,t0532, 0 , 0 ,,
period1,sc01,t0533, 0 , 0 ,,
period1,sc01,t0534, 0 , 0 ,,
period1,sc01,t0535, 0 , 0 ,,
period1,sc01,t0536, 0 , 0 ,,
period1,sc01,t0537, 0 , 0 ,,
period1,sc01,t0538, 0 , 0 ,,
period1,sc01,t0539, 0 , 0 ,,
period1,sc01,t0540, 0 , 0 ,,
period1,sc01,t0541, 0 , 0 ,,
period1,sc01,t0542, 0 , 0 ,,
period1,sc01,t0543, 0 , 0 ,,
period1,sc01,t0544, 0 , 0 ,,
period1,sc01,t0545, 0 , 0 ,,
period1,sc01,t0546, 0 , 0 ,,
period1,sc01,t0547, 0 , 0 ,,
period1,sc01,t0548, 0 , 0 ,,
period1,sc01,t0549, 0 , 0 ,,
period1,sc01,t0550, 0 , 0 ,,
period1,sc01,t0551, 0 , 0 ,,
period1,sc01,t0552, 0 , 0 ,,
period1,sc01,t0553, 0 , 0 ,,
period1,sc01,t0554, 0 , 0 ,,
period1,sc01,t0555, 0 , 0 ,,
period1,sc01,t0556, 0 , 0 ,,
period1,sc01,t0557, 0 , 0 ,,
period1,sc01,t0558, 0 , 0 ,,
period1,sc01,t0559, 0 , 0 ,,
period1,sc01,t0560, 0 , 0 ,,
period1,sc01,t0561, 0 , 0 ,,
period1,sc01,t0562, 0 , 0 ,,
period1,sc01,t0563, 0 , 0 ,,
period1,sc01,t0564, 0 , 0 ,,
period1,sc01,t0565, 0 , 0 ,,
period1,sc01,t0566, 0 , 0 ,,
period1,sc01,t0567, 0 , 0 ,,
period1,sc01,t0568, 0 , 0 ,,
period1,sc01,t0569, 0 , 0 ,,
period1,sc01,t0570, 0 , 0 ,,
period1,sc01,t0571, 0 , 0 ,,
period1,sc01,t0572, 0 , 0 ,,
period1,sc01,t0573, 0 , 0 ,,
period1,sc01,t0574, 0 , 0 ,,
period1,sc01,t0575, 0 , 0 ,,
period1,sc01,t0576, 0 , 0 ,,
period1,sc01,t0577, 0 , 0 ,,
period1,sc01,t0578, 0 , 0 ,,
period1,sc01,t0579, 0 , 0 ,,
period1,sc01,t0580, 0 , 0 ,,
period1,sc01,t0581, 0 , 0 ,,
period1,sc01,t0582, 0 , 0 ,,
period1,sc01,t0583, 0 , 0 ,,
period1,sc01,t0584, 0 , 0 ,,
period1,sc01,t0585, 0 , 0 ,,
period1,sc01,t0586, 0 , 0 ,,
period1,sc01,t0587, 0 , 0 ,,
period1,sc01,t0588, 0 , 0 ,,
period1,sc01,t0589, 0 , 0 ,,
period1,sc01,t0590, 0 , 0 ,,
period1,sc01,t0591, 0 , 0 ,,
period1,sc01,t0592, 0 , 0 ,,
period1,sc01,t0593, 0 , 0 ,,
period1,sc01,t0594, 0 , 0 ,,
period1,sc01,t0595, 0 , 0 ,,
period1,sc01,t0596, 0 , 0 ,,
period1,sc01,t0597, 0 , 0 ,,
period1,sc01,t0598, 0 , 0 ,,
period1,sc01,t0599, 0 , 0 ,,
period1,sc01,t0600, 0 , 0 ,,
period1,sc01,t0601, 0 , 0 ,,
period1,sc01,t0602, 0 , 0 ,,
period1,sc01,t0603, 0 , 0 ,,
period1,sc01,t0604, 0 , 0 ,,
period1,sc01,t0605, 0 , 0 ,,
period1,sc01,t0606, 0 , 0 ,,
period1,sc01,t0607, 0 , 0 ,,
period1,sc01,t0608, 0 , 0 ,,
period1,sc01,t0609, 0 , 0 ,,
period1,sc01,t0610, 0 , 0 ,,
period1,sc01,t0611, 0 , 0 ,,
period1,sc01,t0612, 0 , 0 ,,
period1,sc01,t0613, 0 , 0 ,,
period1,sc01,t0614, 0 , 0 ,,
period1,sc01,t0615, 0 , 0 ,,
period1,sc01,t0616, 0 , 0 ,,
period1,sc01,t0617, 0 , 0 ,,
period1,sc01,t0618, 0 , 0 ,,
period1,sc01,t0619, 0 , 0 ,,
period1,sc01,t0620, 0 , 0 ,,
period1,sc01,t0621, 0 , 0 ,,
period1,sc01,t0622, 0 , 0 ,,
period1,sc01,t0623, 0 , 0 ,,
period1,sc01,t0624, 0 , 0 ,,
period1,sc01,t0625, 0 , 0 ,,
period1,sc01,t0626, 0 , 0 ,,
period1,sc01,t0627, 0 , 0 ,,
period1,sc01,t0628, 0 , 0 ,,
period1,sc01,t0629, 0 , 0 ,,
period1,sc01,t0630, 0 , 0 ,,
period1,sc01,t0631, 0 , 0 ,,
period1,sc01,t0632, 0 , 0 ,,
period1,sc01,t0633, 0 , 0 ,,
