,,,Node1,Node2,Node3,Node4
period1,sc01,t0132, 78.45 ,,,
period1,sc01,t0133, 76.42 ,,,
period1,sc01,t0134, 76.96 ,,,
period1,sc01,t0135, 71.18 ,,,
period1,sc01,t0136, 65.87 ,,,
period1,sc01,t0137, 78.09 ,,,
period1,sc01,t0138, 80.55 ,,,
period1,sc01,t0139, 80.06 ,,,
period1,sc01,t0140, 76.73 ,,,
period1,sc01,t0141, 77.43 ,,,
period1,sc01,t0142, 77.95 ,,,
period1,sc01,t0143, 79.52 ,,,
period1,sc01,t0144, 72.03 ,,,
period1,sc01,t0145, 65.35 ,,,
period1,sc01,t0146, 63.32 ,,,
period1,sc01,t0147, 66.06 ,,,
period1,sc01,t0148, 63.3 ,,,
period1,sc01,t0149, 63.67 ,,,
period1,sc01,t0150, 69.85 ,,,
period1,sc01,t0151, 81.51 ,,,
period1,sc01,t0152, 83 ,,,
period1,sc01,t0153, 81.8 ,,,
period1,sc01,t0154, 82.92 ,,,
period1,sc01,t0155, 79.97 ,,,
period1,sc01,t0156, 81.54 ,,,
period1,sc01,t0157, 82.66 ,,,
period1,sc01,t0158, 81.18 ,,,
period1,sc01,t0159, 79.48 ,,,
period1,sc01,t0160, 75.66 ,,,
period1,sc01,t0161, 79.3 ,,,
period1,sc01,t0162, 81.17 ,,,
period1,sc01,t0163, 82.95 ,,,
period1,sc01,t0164, 81.97 ,,,
period1,sc01,t0165, 78.76 ,,,
period1,sc01,t0166, 73.82 ,,,
period1,sc01,t0167, 72.26 ,,,
period1,sc01,t0168, 74.12 ,,,
period1,sc01,t0169, 67.33 ,,,
period1,sc01,t0170, 62.7 ,,,
period1,sc01,t0171, 64.03 ,,,
period1,sc01,t0172, 62.34 ,,,
period1,sc01,t0173, 62.46 ,,,
period1,sc01,t0174, 66.04 ,,,
period1,sc01,t0175, 74.8 ,,,
period1,sc01,t0176, 79.68 ,,,
period1,sc01,t0177, 78.66 ,,,
period1,sc01,t0178, 79.5 ,,,
period1,sc01,t0179, 80.71 ,,,
period1,sc01,t0180, 80.04 ,,,
period1,sc01,t0181, 81.49 ,,,
period1,sc01,t0182, 80.81 ,,,
period1,sc01,t0183, 79.37 ,,,
period1,sc01,t0184, 70.76 ,,,
period1,sc01,t0185, 79.49 ,,,
period1,sc01,t0186, 79.72 ,,,
period1,sc01,t0187, 80.12 ,,,
period1,sc01,t0188, 81 ,,,
period1,sc01,t0189, 80.32 ,,,
period1,sc01,t0190, 75.21 ,,,
period1,sc01,t0191, 72.47 ,,,
period1,sc01,t0192, 62.17 ,,,
period1,sc01,t0193, 65.69 ,,,
period1,sc01,t0194, 58.56 ,,,
period1,sc01,t0195, 64.18 ,,,
period1,sc01,t0196, 61.25 ,,,
period1,sc01,t0197, 64.79 ,,,
period1,sc01,t0198, 65.88 ,,,
period1,sc01,t0199, 76.3 ,,,
period1,sc01,t0200, 78.71 ,,,
period1,sc01,t0201, 81.11 ,,,
period1,sc01,t0202, 77.18 ,,,
period1,sc01,t0203, 79.42 ,,,
period1,sc01,t0204, 76.57 ,,,
period1,sc01,t0205, 76.3 ,,,
period1,sc01,t0206, 73.25 ,,,
period1,sc01,t0207, 72.79 ,,,
period1,sc01,t0208, 73.01 ,,,
period1,sc01,t0209, 78.43 ,,,
period1,sc01,t0210, 82.93 ,,,
period1,sc01,t0211, 83.14 ,,,
period1,sc01,t0212, 78.18 ,,,
period1,sc01,t0213, 76.95 ,,,
period1,sc01,t0214, 75.24 ,,,
period1,sc01,t0215, 65.15 ,,,
period1,sc01,t0216, 69.87 ,,,
period1,sc01,t0217, 63.15 ,,,
period1,sc01,t0218, 62.49 ,,,
period1,sc01,t0219, 60.46 ,,,
period1,sc01,t0220, 59.54 ,,,
period1,sc01,t0221, 60.71 ,,,
period1,sc01,t0222, 73.6 ,,,
period1,sc01,t0223, 77.88 ,,,
period1,sc01,t0224, 79.05 ,,,
period1,sc01,t0225, 79.61 ,,,
period1,sc01,t0226, 80.88 ,,,
period1,sc01,t0227, 79.77 ,,,
period1,sc01,t0228, 77.82 ,,,
period1,sc01,t0229, 76.92 ,,,
period1,sc01,t0230, 78.92 ,,,
period1,sc01,t0231, 76.93 ,,,
period1,sc01,t0232, 75.73 ,,,
period1,sc01,t0233, 79.11 ,,,
period1,sc01,t0234, 82.86 ,,,
period1,sc01,t0235, 83.48 ,,,
period1,sc01,t0236, 83.13 ,,,
period1,sc01,t0237, 80.08 ,,,
period1,sc01,t0238, 77.82 ,,,
period1,sc01,t0239, 78.95 ,,,
period1,sc01,t0240, 73.16 ,,,
period1,sc01,t0241, 67.71 ,,,
period1,sc01,t0242, 65.48 ,,,
period1,sc01,t0243, 65.49 ,,,
period1,sc01,t0244, 62.69 ,,,
period1,sc01,t0245, 64.12 ,,,
period1,sc01,t0246, 68.76 ,,,
period1,sc01,t0247, 80.54 ,,,
period1,sc01,t0248, 79.01 ,,,
period1,sc01,t0249, 82.37 ,,,
period1,sc01,t0250, 83.46 ,,,
period1,sc01,t0251, 81.29 ,,,
period1,sc01,t0252, 79.8 ,,,
period1,sc01,t0253, 78.4 ,,,
period1,sc01,t0254, 78.33 ,,,
period1,sc01,t0255, 76.65 ,,,
period1,sc01,t0256, 78.76 ,,,
period1,sc01,t0257, 80.09 ,,,
period1,sc01,t0258, 82.27 ,,,
period1,sc01,t0259, 82.07 ,,,
period1,sc01,t0260, 80.28 ,,,
period1,sc01,t0261, 82.13 ,,,
period1,sc01,t0262, 78.6 ,,,
period1,sc01,t0263, 76.78 ,,,
period1,sc01,t0264, 80.04 ,,,
period1,sc01,t0265, 72.11 ,,,
period1,sc01,t0266, 65.39 ,,,
period1,sc01,t0267, 63.16 ,,,
period1,sc01,t0268, 64.33 ,,,
period1,sc01,t0269, 66.97 ,,,
period1,sc01,t0270, 63.24 ,,,
period1,sc01,t0271, 70.67 ,,,
period1,sc01,t0272, 77.23 ,,,
period1,sc01,t0273, 79.84 ,,,
period1,sc01,t0274, 80.46 ,,,
period1,sc01,t0275, 79.17 ,,,
period1,sc01,t0276, 78.21 ,,,
period1,sc01,t0277, 81.04 ,,,
period1,sc01,t0278, 75.72 ,,,
period1,sc01,t0279, 73.92 ,,,
period1,sc01,t0280, 71.14 ,,,
period1,sc01,t0281, 73.58 ,,,
period1,sc01,t0282, 83.75 ,,,
period1,sc01,t0283, 81.22 ,,,
period1,sc01,t0284, 83.16 ,,,
period1,sc01,t0285, 83.25 ,,,
period1,sc01,t0286, 81.33 ,,,
period1,sc01,t0287, 80.05 ,,,
period1,sc01,t0288, 68.15 ,,,
period1,sc01,t0289, 66.87 ,,,
period1,sc01,t0290, 61.79 ,,,
period1,sc01,t0291, 60.07 ,,,
period1,sc01,t0292, 64.73 ,,,
period1,sc01,t0293, 66.18 ,,,
period1,sc01,t0294, 60.72 ,,,
period1,sc01,t0295, 63.5 ,,,
period1,sc01,t0296, 67.91 ,,,
period1,sc01,t0297, 63.77 ,,,
period1,sc01,t0298, 73.02 ,,,
period1,sc01,t0299, 75.27 ,,,
period1,sc01,t0300, 77.7 ,,,
period1,sc01,t0301, 78 ,,,
period1,sc01,t0302, 78.37 ,,,
period1,sc01,t0303, 76.94 ,,,
period1,sc01,t0304, 73.75 ,,,
period1,sc01,t0305, 78.46 ,,,
period1,sc01,t0306, 82.18 ,,,
period1,sc01,t0307, 82.54 ,,,
period1,sc01,t0308, 87.77 ,,,
period1,sc01,t0309, 85 ,,,
period1,sc01,t0310, 83.12 ,,,
period1,sc01,t0311, 79.98 ,,,
period1,sc01,t0312, 72.94 ,,,
period1,sc01,t0313, 63.61 ,,,
period1,sc01,t0314, 64.2 ,,,
period1,sc01,t0315, 60.06 ,,,
period1,sc01,t0316, 62.47 ,,,
period1,sc01,t0317, 62.83 ,,,
period1,sc01,t0318, 67.49 ,,,
period1,sc01,t0319, 78.2 ,,,
period1,sc01,t0320, 80.33 ,,,
period1,sc01,t0321, 80.28 ,,,
period1,sc01,t0322, 80.13 ,,,
period1,sc01,t0323, 78.3 ,,,
period1,sc01,t0324, 81.82 ,,,
period1,sc01,t0325, 78.95 ,,,
period1,sc01,t0326, 78.25 ,,,
period1,sc01,t0327, 75.52 ,,,
period1,sc01,t0328, 78.23 ,,,
period1,sc01,t0329, 81.45 ,,,
period1,sc01,t0330, 85.27 ,,,
period1,sc01,t0331, 86.4 ,,,
period1,sc01,t0332, 82.87 ,,,
period1,sc01,t0333, 80.91 ,,,
period1,sc01,t0334, 82.09 ,,,
period1,sc01,t0335, 76.7 ,,,
period1,sc01,t0336, 69.11 ,,,
period1,sc01,t0337, 67.96 ,,,
period1,sc01,t0338, 68.44 ,,,
period1,sc01,t0339, 65.44 ,,,
period1,sc01,t0340, 65.58 ,,,
period1,sc01,t0341, 68.36 ,,,
period1,sc01,t0342, 77.84 ,,,
period1,sc01,t0343, 84.19 ,,,
period1,sc01,t0344, 83.69 ,,,
period1,sc01,t0345, 83.1 ,,,
period1,sc01,t0346, 85.24 ,,,
period1,sc01,t0347, 84.21 ,,,
period1,sc01,t0348, 80.56 ,,,
period1,sc01,t0349, 83.49 ,,,
period1,sc01,t0350, 82.18 ,,,
period1,sc01,t0351, 82.03 ,,,
period1,sc01,t0352, 79.92 ,,,
period1,sc01,t0353, 83.86 ,,,
period1,sc01,t0354, 84.19 ,,,
period1,sc01,t0355, 85.53 ,,,
period1,sc01,t0356, 87.49 ,,,
period1,sc01,t0357, 84.93 ,,,
period1,sc01,t0358, 82.98 ,,,
period1,sc01,t0359, 81.85 ,,,
period1,sc01,t0360, 83.69 ,,,
period1,sc01,t0361, 79.7 ,,,
period1,sc01,t0362, 77.04 ,,,
period1,sc01,t0363, 74.19 ,,,
period1,sc01,t0364, 73.11 ,,,
period1,sc01,t0365, 76.79 ,,,
period1,sc01,t0366, 81.9 ,,,
period1,sc01,t0367, 83.93 ,,,
period1,sc01,t0368, 87.66 ,,,
period1,sc01,t0369, 85.17 ,,,
period1,sc01,t0370, 86.75 ,,,
period1,sc01,t0371, 82.55 ,,,
period1,sc01,t0372, 82.06 ,,,
period1,sc01,t0373, 81.92 ,,,
period1,sc01,t0374, 80.75 ,,,
period1,sc01,t0375, 82.63 ,,,
period1,sc01,t0376, 79.28 ,,,
period1,sc01,t0377, 82.61 ,,,
period1,sc01,t0378, 84.4 ,,,
period1,sc01,t0379, 85.68 ,,,
period1,sc01,t0380, 82.93 ,,,
period1,sc01,t0381, 85.47 ,,,
period1,sc01,t0382, 84.35 ,,,
period1,sc01,t0383, 83.61 ,,,
period1,sc01,t0384, 78.62 ,,,
period1,sc01,t0385, 77.98 ,,,
period1,sc01,t0386, 70.43 ,,,
period1,sc01,t0387, 65.59 ,,,
period1,sc01,t0388, 63.3 ,,,
period1,sc01,t0389, 65.94 ,,,
period1,sc01,t0390, 72.98 ,,,
period1,sc01,t0391, 78.44 ,,,
period1,sc01,t0392, 80.76 ,,,
period1,sc01,t0393, 79.48 ,,,
period1,sc01,t0394, 78.47 ,,,
period1,sc01,t0395, 80.55 ,,,
period1,sc01,t0396, 78.55 ,,,
period1,sc01,t0397, 78.63 ,,,
period1,sc01,t0398, 74.75 ,,,
period1,sc01,t0399, 74.91 ,,,
period1,sc01,t0400, 78.64 ,,,
period1,sc01,t0401, 79.19 ,,,
period1,sc01,t0402, 84.26 ,,,
period1,sc01,t0403, 87.89 ,,,
period1,sc01,t0404, 84.58 ,,,
period1,sc01,t0405, 84.46 ,,,
period1,sc01,t0406, 83.11 ,,,
period1,sc01,t0407, 78.91 ,,,
period1,sc01,t0408, 80.83 ,,,
period1,sc01,t0409, 76.07 ,,,
period1,sc01,t0410, 75.49 ,,,
period1,sc01,t0411, 71.31 ,,,
period1,sc01,t0412, 72.68 ,,,
period1,sc01,t0413, 75.3 ,,,
period1,sc01,t0414, 80.16 ,,,
period1,sc01,t0415, 86.05 ,,,
period1,sc01,t0416, 85.65 ,,,
period1,sc01,t0417, 83.74 ,,,
period1,sc01,t0418, 84.18 ,,,
period1,sc01,t0419, 83.67 ,,,
period1,sc01,t0420, 81.42 ,,,
period1,sc01,t0421, 81.88 ,,,
period1,sc01,t0422, 81.96 ,,,
period1,sc01,t0423, 80.46 ,,,
period1,sc01,t0424, 79.16 ,,,
period1,sc01,t0425, 82.37 ,,,
period1,sc01,t0426, 81.93 ,,,
period1,sc01,t0427, 85.8 ,,,
period1,sc01,t0428, 83.13 ,,,
period1,sc01,t0429, 80.81 ,,,
period1,sc01,t0430, 82.92 ,,,
period1,sc01,t0431, 82.13 ,,,
period1,sc01,t0432, 80.61 ,,,
period1,sc01,t0433, 80.79 ,,,
period1,sc01,t0434, 78.74 ,,,
period1,sc01,t0435, 70.53 ,,,
period1,sc01,t0436, 66.19 ,,,
period1,sc01,t0437, 68.52 ,,,
period1,sc01,t0438, 70 ,,,
period1,sc01,t0439, 76.88 ,,,
period1,sc01,t0440, 78.87 ,,,
period1,sc01,t0441, 81.61 ,,,
period1,sc01,t0442, 83.56 ,,,
period1,sc01,t0443, 78.7 ,,,
period1,sc01,t0444, 80.29 ,,,
period1,sc01,t0445, 77.98 ,,,
period1,sc01,t0446, 79.21 ,,,
period1,sc01,t0447, 73.01 ,,,
period1,sc01,t0448, 76.81 ,,,
period1,sc01,t0449, 79.13 ,,,
period1,sc01,t0450, 80.58 ,,,
period1,sc01,t0451, 81.24 ,,,
period1,sc01,t0452, 80.19 ,,,
period1,sc01,t0453, 79.48 ,,,
period1,sc01,t0454, 80.53 ,,,
period1,sc01,t0455, 75.56 ,,,
period1,sc01,t0456, 79.48 ,,,
period1,sc01,t0457, 75.49 ,,,
period1,sc01,t0458, 73.8 ,,,
period1,sc01,t0459, 65.92 ,,,
period1,sc01,t0460, 64.99 ,,,
period1,sc01,t0461, 63.51 ,,,
period1,sc01,t0462, 65.54 ,,,
period1,sc01,t0463, 67.78 ,,,
period1,sc01,t0464, 67.13 ,,,
period1,sc01,t0465, 73.32 ,,,
period1,sc01,t0466, 76.27 ,,,
period1,sc01,t0467, 79.53 ,,,
period1,sc01,t0468, 75.13 ,,,
period1,sc01,t0469, 76.94 ,,,
period1,sc01,t0470, 71.31 ,,,
period1,sc01,t0471, 67.67 ,,,
period1,sc01,t0472, 72.38 ,,,
period1,sc01,t0473, 79.86 ,,,
period1,sc01,t0474, 79.32 ,,,
period1,sc01,t0475, 85.11 ,,,
period1,sc01,t0476, 84.98 ,,,
period1,sc01,t0477, 83.01 ,,,
period1,sc01,t0478, 80.06 ,,,
period1,sc01,t0479, 77.63 ,,,
period1,sc01,t0480, 67.93 ,,,
period1,sc01,t0481, 63.29 ,,,
period1,sc01,t0482, 64.92 ,,,
period1,sc01,t0483, 63.97 ,,,
period1,sc01,t0484, 64.15 ,,,
period1,sc01,t0485, 65.02 ,,,
period1,sc01,t0486, 75.82 ,,,
period1,sc01,t0487, 79.23 ,,,
period1,sc01,t0488, 82.96 ,,,
period1,sc01,t0489, 83.6 ,,,
period1,sc01,t0490, 81.32 ,,,
period1,sc01,t0491, 80.53 ,,,
period1,sc01,t0492, 84.15 ,,,
period1,sc01,t0493, 80.29 ,,,
period1,sc01,t0494, 81.06 ,,,
period1,sc01,t0495, 79.72 ,,,
period1,sc01,t0496, 79.88 ,,,
period1,sc01,t0497, 83.39 ,,,
period1,sc01,t0498, 81.65 ,,,
period1,sc01,t0499, 84.02 ,,,
period1,sc01,t0500, 87.85 ,,,
period1,sc01,t0501, 84.92 ,,,
period1,sc01,t0502, 78.44 ,,,
period1,sc01,t0503, 82.07 ,,,
period1,sc01,t0504, 75.46 ,,,
period1,sc01,t0505, 73.1 ,,,
period1,sc01,t0506, 68.49 ,,,
period1,sc01,t0507, 65.21 ,,,
period1,sc01,t0508, 63.1 ,,,
period1,sc01,t0509, 66.78 ,,,
period1,sc01,t0510, 74.6 ,,,
period1,sc01,t0511, 82.37 ,,,
period1,sc01,t0512, 84.04 ,,,
period1,sc01,t0513, 83.4 ,,,
period1,sc01,t0514, 81.21 ,,,
period1,sc01,t0515, 80.17 ,,,
period1,sc01,t0516, 83.55 ,,,
period1,sc01,t0517, 78.28 ,,,
period1,sc01,t0518, 79.18 ,,,
period1,sc01,t0519, 76.99 ,,,
period1,sc01,t0520, 75.39 ,,,
period1,sc01,t0521, 80.01 ,,,
period1,sc01,t0522, 79.86 ,,,
period1,sc01,t0523, 82.15 ,,,
period1,sc01,t0524, 83.81 ,,,
period1,sc01,t0525, 82.1 ,,,
period1,sc01,t0526, 81.69 ,,,
period1,sc01,t0527, 66.13 ,,,
period1,sc01,t0528, 64.38 ,,,
period1,sc01,t0529, 62.94 ,,,
period1,sc01,t0530, 64.75 ,,,
period1,sc01,t0531, 60.16 ,,,
period1,sc01,t0532, 62.71 ,,,
period1,sc01,t0533, 64.57 ,,,
period1,sc01,t0534, 61.74 ,,,
period1,sc01,t0535, 74.1 ,,,
period1,sc01,t0536, 76.66 ,,,
period1,sc01,t0537, 82 ,,,
period1,sc01,t0538, 76.67 ,,,
period1,sc01,t0539, 80.73 ,,,
period1,sc01,t0540, 77.6 ,,,
period1,sc01,t0541, 77.32 ,,,
period1,sc01,t0542, 71.96 ,,,
period1,sc01,t0543, 68.88 ,,,
period1,sc01,t0544, 70.26 ,,,
period1,sc01,t0545, 77.61 ,,,
period1,sc01,t0546, 78.58 ,,,
period1,sc01,t0547, 80.78 ,,,
period1,sc01,t0548, 81.53 ,,,
period1,sc01,t0549, 82.36 ,,,
period1,sc01,t0550, 77.6 ,,,
period1,sc01,t0551, 65.85 ,,,
period1,sc01,t0552, 62.16 ,,,
period1,sc01,t0553, 62.08 ,,,
period1,sc01,t0554, 63.18 ,,,
period1,sc01,t0555, 61.7 ,,,
period1,sc01,t0556, 60.86 ,,,
period1,sc01,t0557, 62.88 ,,,
period1,sc01,t0558, 62.95 ,,,
period1,sc01,t0559, 75.33 ,,,
period1,sc01,t0560, 77.58 ,,,
period1,sc01,t0561, 80.84 ,,,
period1,sc01,t0562, 80.83 ,,,
period1,sc01,t0563, 81.38 ,,,
period1,sc01,t0564, 76.58 ,,,
period1,sc01,t0565, 76.32 ,,,
period1,sc01,t0566, 72.89 ,,,
period1,sc01,t0567, 73.96 ,,,
period1,sc01,t0568, 73.36 ,,,
period1,sc01,t0569, 79.9 ,,,
period1,sc01,t0570, 81.21 ,,,
period1,sc01,t0571, 85.45 ,,,
period1,sc01,t0572, 80.3 ,,,
period1,sc01,t0573, 82.64 ,,,
period1,sc01,t0574, 81.16 ,,,
period1,sc01,t0575, 75.78 ,,,
period1,sc01,t0576, 63.79 ,,,
period1,sc01,t0577, 65.98 ,,,
period1,sc01,t0578, 65.74 ,,,
period1,sc01,t0579, 64.9 ,,,
period1,sc01,t0580, 66.89 ,,,
period1,sc01,t0581, 66.23 ,,,
period1,sc01,t0582, 64.91 ,,,
period1,sc01,t0583, 78.59 ,,,
period1,sc01,t0584, 83.02 ,,,
period1,sc01,t0585, 83.18 ,,,
period1,sc01,t0586, 83.12 ,,,
period1,sc01,t0587, 81.04 ,,,
period1,sc01,t0588, 77.56 ,,,
period1,sc01,t0589, 76.26 ,,,
period1,sc01,t0590, 78.02 ,,,
period1,sc01,t0591, 72.62 ,,,
period1,sc01,t0592, 78.45 ,,,
period1,sc01,t0593, 78.03 ,,,
period1,sc01,t0594, 80.42 ,,,
period1,sc01,t0595, 82.6 ,,,
period1,sc01,t0596, 78.61 ,,,
period1,sc01,t0597, 76.81 ,,,
period1,sc01,t0598, 76.47 ,,,
period1,sc01,t0599, 72.82 ,,,
period1,sc01,t0600, 75.63 ,,,
period1,sc01,t0601, 68.03 ,,,
period1,sc01,t0602, 66.93 ,,,
period1,sc01,t0603, 62.86 ,,,
period1,sc01,t0604, 59.17 ,,,
period1,sc01,t0605, 64.31 ,,,
period1,sc01,t0606, 68.4 ,,,
period1,sc01,t0607, 71.7 ,,,
period1,sc01,t0608, 74.27 ,,,
period1,sc01,t0609, 80.16 ,,,
period1,sc01,t0610, 76.92 ,,,
period1,sc01,t0611, 80.86 ,,,
period1,sc01,t0612, 77.04 ,,,
period1,sc01,t0613, 77.49 ,,,
period1,sc01,t0614, 76.54 ,,,
period1,sc01,t0615, 77.81 ,,,
period1,sc01,t0616, 69.03 ,,,
period1,sc01,t0617, 75.45 ,,,
period1,sc01,t0618, 77.94 ,,,
period1,sc01,t0619, 80.04 ,,,
period1,sc01,t0620, 80.24 ,,,
period1,sc01,t0621, 77.25 ,,,
period1,sc01,t0622, 70.37 ,,,
period1,sc01,t0623, 67.74 ,,,
period1,sc01,t0624, 68.95 ,,,
period1,sc01,t0625, 58.62 ,,,
period1,sc01,t0626, 55.65 ,,,
period1,sc01,t0627, 42.8 ,,,
period1,sc01,t0628, 38.43 ,,,
period1,sc01,t0629, 41.03 ,,,
period1,sc01,t0630, 31.1 ,,,
period1,sc01,t0631, 41.62 ,,,
period1,sc01,t0632, 45.75 ,,,
period1,sc01,t0633, 53.51 ,,,
period1,sc01,t0634, 58.41 ,,,
period1,sc01,t0635, 59.83 ,,,
period1,sc01,t0636, 58.34 ,,,
period1,sc01,t0637, 56 ,,,
period1,sc01,t0638, 53.28 ,,,
period1,sc01,t0639, 50.88 ,,,
period1,sc01,t0640, 53.88 ,,,
period1,sc01,t0641, 62.9 ,,,
period1,sc01,t0642, 62.1 ,,,
period1,sc01,t0643, 73.36 ,,,
period1,sc01,t0644, 74.87 ,,,
period1,sc01,t0645, 78.8 ,,,
period1,sc01,t0646, 71.75 ,,,
period1,sc01,t0647, 66.04 ,,,
period1,sc01,t0648, 57.75 ,,,
period1,sc01,t0649, 54.48 ,,,
period1,sc01,t0650, 54.46 ,,,
period1,sc01,t0651, 50.29 ,,,
period1,sc01,t0652, 51.22 ,,,
period1,sc01,t0653, 54.46 ,,,
period1,sc01,t0654, 62.06 ,,,
period1,sc01,t0655, 75.8 ,,,
period1,sc01,t0656, 76.96 ,,,
period1,sc01,t0657, 77.57 ,,,
period1,sc01,t0658, 74.65 ,,,
period1,sc01,t0659, 72.08 ,,,
period1,sc01,t0660, 70.05 ,,,
period1,sc01,t0661, 67.52 ,,,
period1,sc01,t0662, 66.21 ,,,
period1,sc01,t0663, 63.95 ,,,
period1,sc01,t0664, 64.13 ,,,
period1,sc01,t0665, 76.72 ,,,
