,,,Up_SR,Down_SR,Up_TR,Down_TR
period1,sc01,t0144, 100 , 100 ,,
period1,sc01,t0145, 100 , 100 ,,
period1,sc01,t0146, 100 , 100 ,,
period1,sc01,t0147, 100 , 100 ,,
period1,sc01,t0148, 100 , 100 ,,
period1,sc01,t0149, 100 , 100 ,,
period1,sc01,t0150, 100 , 100 ,,
period1,sc01,t0151, 100 , 100 ,,
period1,sc01,t0152, 100 , 100 ,,
period1,sc01,t0153, 100 , 100 ,,
period1,sc01,t0154, 100 , 100 ,,
period1,sc01,t0155, 100 , 100 ,,
period1,sc01,t0156, 100 , 100 ,,
period1,sc01,t0157, 100 , 100 ,,
period1,sc01,t0158, 100 , 100 ,,
period1,sc01,t0159, 100 , 100 ,,
period1,sc01,t0160, 100 , 100 ,,
period1,sc01,t0161, 100 , 100 ,,
period1,sc01,t0162, 100 , 100 ,,
period1,sc01,t0163, 100 , 100 ,,
period1,sc01,t0164, 100 , 100 ,,
period1,sc01,t0165, 100 , 100 ,,
period1,sc01,t0166, 100 , 100 ,,
period1,sc01,t0167, 100 , 100 ,,
period1,sc01,t0168, 100 , 100 ,,
period1,sc01,t0169, 100 , 100 ,,
period1,sc01,t0170, 100 , 100 ,,
period1,sc01,t0171, 100 , 100 ,,
period1,sc01,t0172, 100 , 100 ,,
period1,sc01,t0173, 100 , 100 ,,
period1,sc01,t0174, 100 , 100 ,,
period1,sc01,t0175, 100 , 100 ,,
period1,sc01,t0176, 100 , 100 ,,
period1,sc01,t0177, 100 , 100 ,,
period1,sc01,t0178, 100 , 100 ,,
period1,sc01,t0179, 100 , 100 ,,
period1,sc01,t0180, 100 , 100 ,,
period1,sc01,t0181, 100 , 100 ,,
period1,sc01,t0182, 100 , 100 ,,
period1,sc01,t0183, 100 , 100 ,,
period1,sc01,t0184, 100 , 100 ,,
period1,sc01,t0185, 100 , 100 ,,
period1,sc01,t0186, 100 , 100 ,,
period1,sc01,t0187, 100 , 100 ,,
period1,sc01,t0188, 100 , 100 ,,
period1,sc01,t0189, 100 , 100 ,,
period1,sc01,t0190, 100 , 100 ,,
period1,sc01,t0191, 100 , 100 ,,
period1,sc01,t0192, 100 , 100 ,,
period1,sc01,t0193, 100 , 100 ,,
period1,sc01,t0194, 100 , 100 ,,
period1,sc01,t0195, 100 , 100 ,,
period1,sc01,t0196, 100 , 100 ,,
period1,sc01,t0197, 100 , 100 ,,
period1,sc01,t0198, 100 , 100 ,,
period1,sc01,t0199, 100 , 100 ,,
period1,sc01,t0200, 100 , 100 ,,
period1,sc01,t0201, 100 , 100 ,,
period1,sc01,t0202, 100 , 100 ,,
period1,sc01,t0203, 100 , 100 ,,
period1,sc01,t0204, 100 , 100 ,,
period1,sc01,t0205, 100 , 100 ,,
period1,sc01,t0206, 100 , 100 ,,
period1,sc01,t0207, 100 , 100 ,,
period1,sc01,t0208, 100 , 100 ,,
period1,sc01,t0209, 100 , 100 ,,
period1,sc01,t0210, 100 , 100 ,,
period1,sc01,t0211, 100 , 100 ,,
period1,sc01,t0212, 100 , 100 ,,
period1,sc01,t0213, 100 , 100 ,,
period1,sc01,t0214, 100 , 100 ,,
period1,sc01,t0215, 100 , 100 ,,
period1,sc01,t0216, 100 , 100 ,,
period1,sc01,t0217, 100 , 100 ,,
period1,sc01,t0218, 100 , 100 ,,
period1,sc01,t0219, 100 , 100 ,,
period1,sc01,t0220, 100 , 100 ,,
period1,sc01,t0221, 100 , 100 ,,
period1,sc01,t0222, 100 , 100 ,,
period1,sc01,t0223, 100 , 100 ,,
period1,sc01,t0224, 100 , 100 ,,
period1,sc01,t0225, 100 , 100 ,,
period1,sc01,t0226, 100 , 100 ,,
period1,sc01,t0227, 100 , 100 ,,
period1,sc01,t0228, 100 , 100 ,,
period1,sc01,t0229, 100 , 100 ,,
period1,sc01,t0230, 100 , 100 ,,
period1,sc01,t0231, 100 , 100 ,,
period1,sc01,t0232, 100 , 100 ,,
period1,sc01,t0233, 100 , 100 ,,
period1,sc01,t0234, 100 , 100 ,,
period1,sc01,t0235, 100 , 100 ,,
period1,sc01,t0236, 100 , 100 ,,
period1,sc01,t0237, 100 , 100 ,,
period1,sc01,t0238, 100 , 100 ,,
period1,sc01,t0239, 100 , 100 ,,
period1,sc01,t0240, 100 , 100 ,,
period1,sc01,t0241, 100 , 100 ,,
period1,sc01,t0242, 100 , 100 ,,
period1,sc01,t0243, 100 , 100 ,,
period1,sc01,t0244, 100 , 100 ,,
period1,sc01,t0245, 100 , 100 ,,
period1,sc01,t0246, 100 , 100 ,,
period1,sc01,t0247, 100 , 100 ,,
period1,sc01,t0248, 100 , 100 ,,
period1,sc01,t0249, 100 , 100 ,,
period1,sc01,t0250, 100 , 100 ,,
period1,sc01,t0251, 100 , 100 ,,
period1,sc01,t0252, 100 , 100 ,,
period1,sc01,t0253, 100 , 100 ,,
period1,sc01,t0254, 100 , 100 ,,
period1,sc01,t0255, 100 , 100 ,,
period1,sc01,t0256, 100 , 100 ,,
period1,sc01,t0257, 100 , 100 ,,
period1,sc01,t0258, 100 , 100 ,,
period1,sc01,t0259, 100 , 100 ,,
period1,sc01,t0260, 100 , 100 ,,
period1,sc01,t0261, 100 , 100 ,,
period1,sc01,t0262, 100 , 100 ,,
period1,sc01,t0263, 100 , 100 ,,
period1,sc01,t0264, 100 , 100 ,,
period1,sc01,t0265, 100 , 100 ,,
period1,sc01,t0266, 100 , 100 ,,
period1,sc01,t0267, 100 , 100 ,,
period1,sc01,t0268, 100 , 100 ,,
period1,sc01,t0269, 100 , 100 ,,
period1,sc01,t0270, 100 , 100 ,,
period1,sc01,t0271, 100 , 100 ,,
period1,sc01,t0272, 100 , 100 ,,
period1,sc01,t0273, 100 , 100 ,,
period1,sc01,t0274, 100 , 100 ,,
period1,sc01,t0275, 100 , 100 ,,
period1,sc01,t0276, 100 , 100 ,,
period1,sc01,t0277, 100 , 100 ,,
period1,sc01,t0278, 100 , 100 ,,
period1,sc01,t0279, 100 , 100 ,,
period1,sc01,t0280, 100 , 100 ,,
period1,sc01,t0281, 100 , 100 ,,
period1,sc01,t0282, 100 , 100 ,,
period1,sc01,t0283, 100 , 100 ,,
period1,sc01,t0284, 100 , 100 ,,
period1,sc01,t0285, 100 , 100 ,,
period1,sc01,t0286, 100 , 100 ,,
period1,sc01,t0287, 100 , 100 ,,
period1,sc01,t0288, 100 , 100 ,,
period1,sc01,t0289, 100 , 100 ,,
period1,sc01,t0290, 100 , 100 ,,
period1,sc01,t0291, 100 , 100 ,,
period1,sc01,t0292, 100 , 100 ,,
period1,sc01,t0293, 100 , 100 ,,
period1,sc01,t0294, 100 , 100 ,,
period1,sc01,t0295, 100 , 100 ,,
period1,sc01,t0296, 100 , 100 ,,
period1,sc01,t0297, 100 , 100 ,,
period1,sc01,t0298, 100 , 100 ,,
period1,sc01,t0299, 100 , 100 ,,
period1,sc01,t0300, 100 , 100 ,,
period1,sc01,t0301, 100 , 100 ,,
period1,sc01,t0302, 100 , 100 ,,
period1,sc01,t0303, 100 , 100 ,,
period1,sc01,t0304, 100 , 100 ,,
period1,sc01,t0305, 100 , 100 ,,
period1,sc01,t0306, 100 , 100 ,,
period1,sc01,t0307, 100 , 100 ,,
period1,sc01,t0308, 100 , 100 ,,
period1,sc01,t0309, 100 , 100 ,,
period1,sc01,t0310, 100 , 100 ,,
period1,sc01,t0311, 100 , 100 ,,
period1,sc01,t0312, 100 , 100 ,,
period1,sc01,t0313, 100 , 100 ,,
period1,sc01,t0314, 100 , 100 ,,
period1,sc01,t0315, 100 , 100 ,,
period1,sc01,t0316, 100 , 100 ,,
period1,sc01,t0317, 100 , 100 ,,
period1,sc01,t0318, 100 , 100 ,,
period1,sc01,t0319, 100 , 100 ,,
period1,sc01,t0320, 100 , 100 ,,
period1,sc01,t0321, 100 , 100 ,,
period1,sc01,t0322, 100 , 100 ,,
period1,sc01,t0323, 100 , 100 ,,
period1,sc01,t0324, 100 , 100 ,,
period1,sc01,t0325, 100 , 100 ,,
period1,sc01,t0326, 100 , 100 ,,
period1,sc01,t0327, 100 , 100 ,,
period1,sc01,t0328, 100 , 100 ,,
period1,sc01,t0329, 100 , 100 ,,
period1,sc01,t0330, 100 , 100 ,,
period1,sc01,t0331, 100 , 100 ,,
period1,sc01,t0332, 100 , 100 ,,
period1,sc01,t0333, 100 , 100 ,,
period1,sc01,t0334, 100 , 100 ,,
period1,sc01,t0335, 100 , 100 ,,
period1,sc01,t0336, 100 , 100 ,,
period1,sc01,t0337, 100 , 100 ,,
period1,sc01,t0338, 100 , 100 ,,
period1,sc01,t0339, 100 , 100 ,,
period1,sc01,t0340, 100 , 100 ,,
period1,sc01,t0341, 100 , 100 ,,
period1,sc01,t0342, 100 , 100 ,,
period1,sc01,t0343, 100 , 100 ,,
period1,sc01,t0344, 100 , 100 ,,
period1,sc01,t0345, 100 , 100 ,,
period1,sc01,t0346, 100 , 100 ,,
period1,sc01,t0347, 100 , 100 ,,
period1,sc01,t0348, 100 , 100 ,,
period1,sc01,t0349, 100 , 100 ,,
period1,sc01,t0350, 100 , 100 ,,
period1,sc01,t0351, 100 , 100 ,,
period1,sc01,t0352, 100 , 100 ,,
period1,sc01,t0353, 100 , 100 ,,
period1,sc01,t0354, 100 , 100 ,,
period1,sc01,t0355, 100 , 100 ,,
period1,sc01,t0356, 100 , 100 ,,
period1,sc01,t0357, 100 , 100 ,,
period1,sc01,t0358, 100 , 100 ,,
period1,sc01,t0359, 100 , 100 ,,
period1,sc01,t0360, 100 , 100 ,,
period1,sc01,t0361, 100 , 100 ,,
period1,sc01,t0362, 100 , 100 ,,
period1,sc01,t0363, 100 , 100 ,,
period1,sc01,t0364, 100 , 100 ,,
period1,sc01,t0365, 100 , 100 ,,
period1,sc01,t0366, 100 , 100 ,,
period1,sc01,t0367, 100 , 100 ,,
period1,sc01,t0368, 100 , 100 ,,
period1,sc01,t0369, 100 , 100 ,,
period1,sc01,t0370, 100 , 100 ,,
period1,sc01,t0371, 100 , 100 ,,
period1,sc01,t0372, 100 , 100 ,,
period1,sc01,t0373, 100 , 100 ,,
period1,sc01,t0374, 100 , 100 ,,
period1,sc01,t0375, 100 , 100 ,,
period1,sc01,t0376, 100 , 100 ,,
period1,sc01,t0377, 100 , 100 ,,
period1,sc01,t0378, 100 , 100 ,,
period1,sc01,t0379, 100 , 100 ,,
period1,sc01,t0380, 100 , 100 ,,
period1,sc01,t0381, 100 , 100 ,,
period1,sc01,t0382, 100 , 100 ,,
period1,sc01,t0383, 100 , 100 ,,
period1,sc01,t0384, 100 , 100 ,,
period1,sc01,t0385, 100 , 100 ,,
period1,sc01,t0386, 100 , 100 ,,
period1,sc01,t0387, 100 , 100 ,,
period1,sc01,t0388, 100 , 100 ,,
period1,sc01,t0389, 100 , 100 ,,
period1,sc01,t0390, 100 , 100 ,,
period1,sc01,t0391, 100 , 100 ,,
period1,sc01,t0392, 100 , 100 ,,
period1,sc01,t0393, 100 , 100 ,,
period1,sc01,t0394, 100 , 100 ,,
period1,sc01,t0395, 100 , 100 ,,
period1,sc01,t0396, 100 , 100 ,,
period1,sc01,t0397, 100 , 100 ,,
period1,sc01,t0398, 100 , 100 ,,
period1,sc01,t0399, 100 , 100 ,,
period1,sc01,t0400, 100 , 100 ,,
period1,sc01,t0401, 100 , 100 ,,
period1,sc01,t0402, 100 , 100 ,,
period1,sc01,t0403, 100 , 100 ,,
period1,sc01,t0404, 100 , 100 ,,
period1,sc01,t0405, 100 , 100 ,,
period1,sc01,t0406, 100 , 100 ,,
period1,sc01,t0407, 100 , 100 ,,
period1,sc01,t0408, 100 , 100 ,,
period1,sc01,t0409, 100 , 100 ,,
period1,sc01,t0410, 100 , 100 ,,
period1,sc01,t0411, 100 , 100 ,,
period1,sc01,t0412, 100 , 100 ,,
period1,sc01,t0413, 100 , 100 ,,
period1,sc01,t0414, 100 , 100 ,,
period1,sc01,t0415, 100 , 100 ,,
period1,sc01,t0416, 100 , 100 ,,
period1,sc01,t0417, 100 , 100 ,,
period1,sc01,t0418, 100 , 100 ,,
period1,sc01,t0419, 100 , 100 ,,
period1,sc01,t0420, 100 , 100 ,,
period1,sc01,t0421, 100 , 100 ,,
period1,sc01,t0422, 100 , 100 ,,
period1,sc01,t0423, 100 , 100 ,,
period1,sc01,t0424, 100 , 100 ,,
period1,sc01,t0425, 100 , 100 ,,
period1,sc01,t0426, 100 , 100 ,,
period1,sc01,t0427, 100 , 100 ,,
period1,sc01,t0428, 100 , 100 ,,
period1,sc01,t0429, 100 , 100 ,,
period1,sc01,t0430, 100 , 100 ,,
period1,sc01,t0431, 100 , 100 ,,
period1,sc01,t0432, 100 , 100 ,,
period1,sc01,t0433, 100 , 100 ,,
period1,sc01,t0434, 100 , 100 ,,
period1,sc01,t0435, 100 , 100 ,,
period1,sc01,t0436, 100 , 100 ,,
period1,sc01,t0437, 100 , 100 ,,
period1,sc01,t0438, 100 , 100 ,,
period1,sc01,t0439, 100 , 100 ,,
period1,sc01,t0440, 100 , 100 ,,
period1,sc01,t0441, 100 , 100 ,,
period1,sc01,t0442, 100 , 100 ,,
period1,sc01,t0443, 100 , 100 ,,
period1,sc01,t0444, 100 , 100 ,,
period1,sc01,t0445, 100 , 100 ,,
period1,sc01,t0446, 100 , 100 ,,
period1,sc01,t0447, 100 , 100 ,,
period1,sc01,t0448, 100 , 100 ,,
period1,sc01,t0449, 100 , 100 ,,
period1,sc01,t0450, 100 , 100 ,,
period1,sc01,t0451, 100 , 100 ,,
period1,sc01,t0452, 100 , 100 ,,
period1,sc01,t0453, 100 , 100 ,,
period1,sc01,t0454, 100 , 100 ,,
period1,sc01,t0455, 100 , 100 ,,
period1,sc01,t0456, 100 , 100 ,,
period1,sc01,t0457, 100 , 100 ,,
period1,sc01,t0458, 100 , 100 ,,
period1,sc01,t0459, 100 , 100 ,,
period1,sc01,t0460, 100 , 100 ,,
period1,sc01,t0461, 100 , 100 ,,
period1,sc01,t0462, 100 , 100 ,,
period1,sc01,t0463, 100 , 100 ,,
period1,sc01,t0464, 100 , 100 ,,
period1,sc01,t0465, 100 , 100 ,,
period1,sc01,t0466, 100 , 100 ,,
period1,sc01,t0467, 100 , 100 ,,
period1,sc01,t0468, 100 , 100 ,,
period1,sc01,t0469, 100 , 100 ,,
period1,sc01,t0470, 100 , 100 ,,
period1,sc01,t0471, 100 , 100 ,,
period1,sc01,t0472, 100 , 100 ,,
period1,sc01,t0473, 100 , 100 ,,
period1,sc01,t0474, 100 , 100 ,,
period1,sc01,t0475, 100 , 100 ,,
period1,sc01,t0476, 100 , 100 ,,
period1,sc01,t0477, 100 , 100 ,,
period1,sc01,t0478, 100 , 100 ,,
period1,sc01,t0479, 100 , 100 ,,
period1,sc01,t0480, 100 , 100 ,,
period1,sc01,t0481, 100 , 100 ,,
period1,sc01,t0482, 100 , 100 ,,
period1,sc01,t0483, 100 , 100 ,,
period1,sc01,t0484, 100 , 100 ,,
period1,sc01,t0485, 100 , 100 ,,
period1,sc01,t0486, 100 , 100 ,,
period1,sc01,t0487, 100 , 100 ,,
period1,sc01,t0488, 100 , 100 ,,
period1,sc01,t0489, 100 , 100 ,,
period1,sc01,t0490, 100 , 100 ,,
period1,sc01,t0491, 100 , 100 ,,
period1,sc01,t0492, 100 , 100 ,,
period1,sc01,t0493, 100 , 100 ,,
period1,sc01,t0494, 100 , 100 ,,
period1,sc01,t0495, 100 , 100 ,,
period1,sc01,t0496, 100 , 100 ,,
period1,sc01,t0497, 100 , 100 ,,
period1,sc01,t0498, 100 , 100 ,,
period1,sc01,t0499, 100 , 100 ,,
period1,sc01,t0500, 100 , 100 ,,
period1,sc01,t0501, 100 , 100 ,,
period1,sc01,t0502, 100 , 100 ,,
period1,sc01,t0503, 100 , 100 ,,
period1,sc01,t0504, 100 , 100 ,,
period1,sc01,t0505, 100 , 100 ,,
period1,sc01,t0506, 100 , 100 ,,
period1,sc01,t0507, 100 , 100 ,,
period1,sc01,t0508, 100 , 100 ,,
period1,sc01,t0509, 100 , 100 ,,
period1,sc01,t0510, 100 , 100 ,,
period1,sc01,t0511, 100 , 100 ,,
period1,sc01,t0512, 100 , 100 ,,
period1,sc01,t0513, 100 , 100 ,,
period1,sc01,t0514, 100 , 100 ,,
period1,sc01,t0515, 100 , 100 ,,
period1,sc01,t0516, 100 , 100 ,,
period1,sc01,t0517, 100 , 100 ,,
period1,sc01,t0518, 100 , 100 ,,
period1,sc01,t0519, 100 , 100 ,,
period1,sc01,t0520, 100 , 100 ,,
period1,sc01,t0521, 100 , 100 ,,
period1,sc01,t0522, 100 , 100 ,,
period1,sc01,t0523, 100 , 100 ,,
period1,sc01,t0524, 100 , 100 ,,
period1,sc01,t0525, 100 , 100 ,,
period1,sc01,t0526, 100 , 100 ,,
period1,sc01,t0527, 100 , 100 ,,
period1,sc01,t0528, 100 , 100 ,,
period1,sc01,t0529, 100 , 100 ,,
period1,sc01,t0530, 100 , 100 ,,
period1,sc01,t0531, 100 , 100 ,,
period1,sc01,t0532, 100 , 100 ,,
period1,sc01,t0533, 100 , 100 ,,
period1,sc01,t0534, 100 , 100 ,,
period1,sc01,t0535, 100 , 100 ,,
period1,sc01,t0536, 100 , 100 ,,
period1,sc01,t0537, 100 , 100 ,,
period1,sc01,t0538, 100 , 100 ,,
period1,sc01,t0539, 100 , 100 ,,
period1,sc01,t0540, 100 , 100 ,,
period1,sc01,t0541, 100 , 100 ,,
period1,sc01,t0542, 100 , 100 ,,
period1,sc01,t0543, 100 , 100 ,,
period1,sc01,t0544, 100 , 100 ,,
period1,sc01,t0545, 100 , 100 ,,
period1,sc01,t0546, 100 , 100 ,,
period1,sc01,t0547, 100 , 100 ,,
period1,sc01,t0548, 100 , 100 ,,
period1,sc01,t0549, 100 , 100 ,,
period1,sc01,t0550, 100 , 100 ,,
period1,sc01,t0551, 100 , 100 ,,
period1,sc01,t0552, 100 , 100 ,,
period1,sc01,t0553, 100 , 100 ,,
period1,sc01,t0554, 100 , 100 ,,
period1,sc01,t0555, 100 , 100 ,,
period1,sc01,t0556, 100 , 100 ,,
period1,sc01,t0557, 100 , 100 ,,
period1,sc01,t0558, 100 , 100 ,,
period1,sc01,t0559, 100 , 100 ,,
period1,sc01,t0560, 100 , 100 ,,
period1,sc01,t0561, 100 , 100 ,,
period1,sc01,t0562, 100 , 100 ,,
period1,sc01,t0563, 100 , 100 ,,
period1,sc01,t0564, 100 , 100 ,,
period1,sc01,t0565, 100 , 100 ,,
period1,sc01,t0566, 100 , 100 ,,
period1,sc01,t0567, 100 , 100 ,,
period1,sc01,t0568, 100 , 100 ,,
period1,sc01,t0569, 100 , 100 ,,
period1,sc01,t0570, 100 , 100 ,,
period1,sc01,t0571, 100 , 100 ,,
period1,sc01,t0572, 100 , 100 ,,
period1,sc01,t0573, 100 , 100 ,,
period1,sc01,t0574, 100 , 100 ,,
period1,sc01,t0575, 100 , 100 ,,
period1,sc01,t0576, 100 , 100 ,,
period1,sc01,t0577, 100 , 100 ,,
period1,sc01,t0578, 100 , 100 ,,
period1,sc01,t0579, 100 , 100 ,,
period1,sc01,t0580, 100 , 100 ,,
period1,sc01,t0581, 100 , 100 ,,
period1,sc01,t0582, 100 , 100 ,,
period1,sc01,t0583, 100 , 100 ,,
period1,sc01,t0584, 100 , 100 ,,
period1,sc01,t0585, 100 , 100 ,,
period1,sc01,t0586, 100 , 100 ,,
period1,sc01,t0587, 100 , 100 ,,
period1,sc01,t0588, 100 , 100 ,,
period1,sc01,t0589, 100 , 100 ,,
period1,sc01,t0590, 100 , 100 ,,
period1,sc01,t0591, 100 , 100 ,,
period1,sc01,t0592, 100 , 100 ,,
period1,sc01,t0593, 100 , 100 ,,
period1,sc01,t0594, 100 , 100 ,,
period1,sc01,t0595, 100 , 100 ,,
period1,sc01,t0596, 100 , 100 ,,
period1,sc01,t0597, 100 , 100 ,,
period1,sc01,t0598, 100 , 100 ,,
period1,sc01,t0599, 100 , 100 ,,
period1,sc01,t0600, 100 , 100 ,,
period1,sc01,t0601, 100 , 100 ,,
period1,sc01,t0602, 100 , 100 ,,
period1,sc01,t0603, 100 , 100 ,,
period1,sc01,t0604, 100 , 100 ,,
period1,sc01,t0605, 100 , 100 ,,
period1,sc01,t0606, 100 , 100 ,,
period1,sc01,t0607, 100 , 100 ,,
period1,sc01,t0608, 100 , 100 ,,
period1,sc01,t0609, 100 , 100 ,,
period1,sc01,t0610, 100 , 100 ,,
period1,sc01,t0611, 100 , 100 ,,
period1,sc01,t0612, 100 , 100 ,,
period1,sc01,t0613, 100 , 100 ,,
period1,sc01,t0614, 100 , 100 ,,
period1,sc01,t0615, 100 , 100 ,,
period1,sc01,t0616, 100 , 100 ,,
period1,sc01,t0617, 100 , 100 ,,
period1,sc01,t0618, 100 , 100 ,,
period1,sc01,t0619, 100 , 100 ,,
period1,sc01,t0620, 100 , 100 ,,
period1,sc01,t0621, 100 , 100 ,,
period1,sc01,t0622, 100 , 100 ,,
period1,sc01,t0623, 100 , 100 ,,
period1,sc01,t0624, 100 , 100 ,,
period1,sc01,t0625, 100 , 100 ,,
period1,sc01,t0626, 100 , 100 ,,
period1,sc01,t0627, 100 , 100 ,,
period1,sc01,t0628, 100 , 100 ,,
period1,sc01,t0629, 100 , 100 ,,
period1,sc01,t0630, 100 , 100 ,,
period1,sc01,t0631, 100 , 100 ,,
period1,sc01,t0632, 100 , 100 ,,
period1,sc01,t0633, 100 , 100 ,,
